"","Table 2#4#5U# Personal Consumption Expenditures by Type of Produ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219","F220","F221","F222","F223","F224","F225"
"347","339","        Outpatient services, gross output","DOUGRC0",380,395,410,425,437,450,454,468,476,494,510,532,556,585,614,642,661,677,695,717,751,790,832,872,897,913,914,921,937,967,1002,1030,998,924,854,805,891,970,1040,1064,1075,1044,1018,1005,1046,1099,1155,1206,1193,1188,1199,1225,1263,1298,1340,1395,1466,1530,1590,1633,1727,1712,1794,1819,1970,2064,2156,2280,2383,2485,2563,2665,2723,2866,2998,3068,3151,3180,3233,3359,3455,3558,3691,3796,3875,3967,4141,4338,4547,4789,4999,5088,4951,5013,5202,5383,5725,6127,6500,6731,7059,7207,7504,7769,8078,8449,8823,9202,9496,9808,10169,10404,11185,11240,11544,11825,12397,12889,13437,14026,14366,14657,14972,15565,16284,17419,18598,19380,19454,19798,20331,20802,21703,22239,22729,23350,24386,25710,26805,27636,28353,29204,29790,30608,31676,32395,32934,33365,33575,33994,34542,35216,35417,35664,36055,36668,37291,37652,37823,38089,38430,38955,39552,40157,40572,41100,41677,42251,43050,44288,45557,46895,48574,50444,51636,52469,52793,52873,53414,54133,54814,55350,55986,55923,56882,57317,58375,60036,60293,60420,60967,60873,61012,61263,61259,61518,61710,61900,62792,63990,65250,65550,65476,65439,66422,67367,68138,68958,69595,70460,71217,72081,73079,73958,74939,76096,77274,78556,79732,80985,81594,82113
"348","340","        Nonprofit hospitals, gross output","DHSORC0",4075,4166,4209,4275,4388,4547,4487,4650,4765,4832,4914,4986,5128,5287,5438,5588,5747,5914,6028,6144,6388,6448,6476,6459,6765,6979,7087,7204,7446,7839,7993,8283,8505,8974,9401,9759,10061,10727,10933,11422,11924,12509,12889,13438,14011,14252,14698,15412,15916,16714,17265,17529,18540,18795,19217,19105,20031,20742,20913,21770,22327,23802,24743,25771,27168,28415,28778,30847,32058,32805,34298,35203,36643,38668,38853,39338,41519,43852,45215,46598,47823,49567,50761,53120,55529,56242,59986,62825,65565,68308,70384,72439,75129,77820,80397,83341,85334,86685,87159,88548,90680,91907,92993,93946,95780,96764,99314,101704,103614,104531,105842,108431,110530,113697,116484,118820,122097,125589,129549,132005,135758,138335,141208,145188,149398,153070,157089,159848,163633,168627,172852,178807,181192,185408,189526,191840,195220,196134,197907,198637,199601,201065,203179,204840,204523,205504,207131,209850,209228,213433,213995,218321,218586,220658,224394,227046,234648,237841,241645,243663,247503,250165,253891,257985,259446,264259,268680,272258,278191,282294,288714,295122,303314,310689,315908,319769,327482,331768,336279,340224,344868,352465,361554,370497,373112,380429,391341,398321,405771,413465,419682,421771,433286,434111,439087,447704,455224,462257,467752,473362,481941,487278,496437,504350,499235,508140,513772,520751,526343,533299,533996,543363,555037,560554,571429,574247,581654,595754,602980,624668,611900,609866
"349","341","        Nonprofit nursing homes, gross output","DNXORC0",91,92,98,107,141,169,185,207,216,221,227,234,245,259,275,297,309,327,357,393,441,475,491,483,492,477,480,503,535,575,627,658,686,716,754,806,827,881,959,1044,1110,1170,1179,1213,1295,1307,1382,1480,1488,1559,1681,1792,1618,1777,1900,2008,2007,2014,2062,2121,2166,2306,2426,2501,2617,2670,2718,2810,2908,2965,3061,3168,3240,3327,3432,3553,3750,3876,4003,4124,4214,4323,4467,4600,4771,4977,5078,5236,5481,5581,5674,5694,5696,5802,5979,6201,6439,6716,7030,7313,7469,7598,7654,7813,7899,8171,8396,8605,8875,8951,9033,9175,9068,10117,11044,11700,12240,12746,13081,13372,13368,13424,13636,14165,14891,15601,16045,16428,16123,16216,16551,17028,18065,18406,18614,18892,19217,19555,19881,20238,20454,20763,21207,21562,22236,22693,23112,23638,23973,24449,24978,25578,26708,27636,28363,28860,28917,29734,30120,30484,30897,31166,31626,32048,32243,32667,33188,33935,34909,35723,36379,36997,37528,37785,38222,38724,39986,40946,41388,41729,41878,42412,43108,43773,43626,46252,47538,48375,49322,49806,49924,50330,51352,51629,52752,53554,54158,53870,54729,55548,55132,57054,57521,57455,57551,58098,57747,58216,58092,58984,59014,59340,59634,59252,61350,59180,60421,60005,60362,61170,60618,60709
"350","342","      Recreation services, gross output","DRCGRC0",575,591,607,623,631,636,640,641,652,661,674,687,699,709,716,721,730,744,760,777,794,803,814,823,824,823,831,843,869,899,934,964,980,983,986,982,1021,1052,1073,1093,1109,1134,1148,1176,1205,1229,1246,1257,1269,1278,1285,1305,1310,1346,1385,1428,1451,1511,1549,1610,1667,1730,1788,1865,1921,1948,2000,2062,2119,2184,2277,2357,2400,2444,2526,2622,2664,2750,2844,2964,3118,3240,3362,3532,3706,3854,4081,4324,4512,4696,4987,5177,5306,5459,5641,5738,5812,5942,6048,6232,6234,6345,6484,6775,7066,7295,7514,7764,7971,8096,8192,8214,8221,8580,8837,8771,9129,9467,9766,9946,10362,10509,10962,11345,11678,12070,12318,12410,12471,13078,13402,13634,14116,14317,14805,15063,15432,15438,15638,15744,15816,16063,16315,16423,16560,16888,16892,16950,16964,17118,17285,17513,17591,17854,17984,18442,18570,18787,19151,19589,20041,20618,21045,21980,22183,22896,23367,23870,24702,25219,25088,25278,25685,26372,26795,27339,27872,28445,28632,29311,29396,29967,30777,30766,31496,32248,32782,34056,34538,34910,35500,36087,36827,37474,38114,38948,39450,40357,40731,40382,40120,39735,39525,39270,39311,39051,38537,38371,38575,38953,39428,39801,40220,40805,41552,42260,42484,42292,42415,42859,43138,43169
"351","343","      Education services, gross output","DEDGRC0",2879,2915,2953,2991,3060,3135,3219,3301,3266,3562,3508,3572,3650,3741,3834,3921,3998,4054,4125,4196,4284,4401,4532,4675,4832,4989,5136,5284,5422,5555,5694,5820,5935,6029,6129,6254,6504,6659,6830,7032,7176,7349,7555,7786,7981,8153,8451,8447,8688,8851,9031,9214,9433,9543,10038,10091,10152,10324,11031,11139,11440,11799,11746,11844,12065,12467,13238,13489,13614,13683,13830,13976,14415,14406,14498,15041,15408,15846,16296,16594,17133,17388,18079,18662,18962,19515,20802,21341,21717,22146,22831,23925,24295,24938,25362,25912,26569,27190,27651,28291,28805,29493,30129,30981,31409,31977,32571,33347,33944,34370,34814,35511,36555,37381,38177,38880,39357,40146,41413,42310,43251,44291,44991,45644,46690,47451,48746,49401,49783,50431,51101,51951,52974,53320,53890,54320,55315,56155,57571,58251,58686,59412,60560,61559,62520,63433,64046,64994,66333,67452,68377,69049,69021,69016,69915,71440,73301,74798,76254,77961,79142,80362,81338,83321,85047,86976,89474,91913,94671,97201,99014,99638,101730,104156,107005,106614,106805,107562,108762,109616,110656,112349,112309,113199,114254,116433,119066,119499,123315,124737,125437,129264,132799,134724,136457,138713,140114,142228,145265,145791,146620,147233,148018,147755,149292,150347,152404,152888,154963,156572,158781,161644,163431,165217,166496,168626,169317,171483,172560,173842,175846,178285
"352","344","      Social services, gross output","DSSGRC0",597,591,603,622,624,636,641,641,635,647,665,676,661,632,614,609,619,656,709,767,839,874,905,930,937,990,1069,1157,1221,1249,1270,1289,1335,1427,1537,1633,1632,1630,1653,1710,1780,1857,1934,2001,2022,2050,2135,2184,2305,2420,2545,2664,2840,2908,2933,3387,3205,3304,3243,3377,3445,3528,3506,3591,3696,3833,4101,4263,4445,4597,4823,5020,5290,5372,5558,5893,6127,6454,6661,6841,7304,7601,7780,8121,8496,8910,9031,9642,9790,10148,10222,10618,10684,10945,11205,11459,11660,11896,12244,12473,12830,13124,13526,14039,14377,14818,15395,15941,16406,16696,16885,17313,18506,18643,19093,19455,20105,20511,20858,21574,22174,22829,23577,24153,24636,25438,25991,26537,27187,27693,28463,29029,29877,30621,31484,32146,32594,33195,33788,33960,34284,34705,35656,36690,37458,38139,38531,39003,39258,40002,41135,42466,43412,44058,44909,45986,47089,48511,50280,51487,52801,54148,55699,57589,59757,61947,63877,66640,69132,71179,73282,74841,76301,77905,79310,80830,81662,82794,83784,84252,84293,84718,86041,85532,87711,89388,90298,93081,93781,93768,94758,95294,96805,98671,100211,101420,102713,104609,106272,107711,109270,109683,108789,107711,110911,113307,114999,116372,115429,114977,114488,115388,115925,115601,115296,114681,114591,115137,115661,116090,116365,117605
"353","345","      Religious organizations, gross output","DREORC0",3541,3664,3761,3818,3793,3680,3572,3511,3565,3721,3881,4008,4019,3919,3810,3731,3806,3977,4145,4256,4413,4361,4289,4236,4295,4499,4695,4838,4817,4681,4543,4471,4641,4943,5245,5463,5354,5236,5178,5224,5349,5503,5639,5766,5834,5888,6042,6057,6237,6397,6587,6788,6773,6776,6634,7229,7173,7632,7451,7552,7777,8259,8232,8492,8643,8754,8992,9247,9939,9581,9283,9586,9944,9868,10451,11105,11180,11369,11634,11961,12653,12705,11939,12605,13036,13286,13706,14292,14839,15364,15794,16390,16642,16454,16981,17239,17342,17511,17854,18620,18169,19027,19348,20485,20466,20474,20613,20591,21225,22428,22058,21709,22137,22390,23226,23282,24429,24452,24709,24837,25442,26270,26729,26745,26599,27929,29168,29187,29931,30182,30214,29973,30458,30815,31870,32347,32072,32627,33261,34109,35449,36317,37083,37649,37626,38194,38892,39798,41379,42309,43111,43719,43698,43692,44239,45263,46402,47469,48301,48831,48930,49390,49998,50746,51888,52911,54116,55311,56441,57631,58717,59472,60604,61583,62242,62433,62112,62322,62898,63927,65110,66407,67430,68020,69238,69114,69411,70641,70067,71760,72605,74091,76226,76817,77920,78130,77429,76713,76602,75292,75086,75162,76529,77116,75964,74799,73416,73636,73628,73589,73238,72297,72546,72961,72977,73683,74477,75466,75791,76796,77537,78176
"354","346","      Foundations and grantmaking and giving establishments, gross output","DFXORC0",75,79,81,85,104,106,118,124,129,140,151,160,166,167,168,173,188,208,215,215,195,168,173,198,247,312,377,409,401,377,350,331,340,353,364,361,334,306,312,331,375,413,468,498,491,500,537,604,702,814,922,1005,753,774,770,773,742,732,754,810,944,1077,1169,1213,1214,1184,1178,1209,1259,1314,1395,1474,1574,1643,1636,1589,1454,1418,1418,1517,1770,1955,2151,2290,2338,2386,2406,2436,2538,2612,2732,2811,2977,3102,3238,3340,3508,3606,3705,3759,3836,3842,3949,4069,4174,4207,4310,4470,4538,4606,4802,4987,5254,5274,5308,5344,5754,6017,6281,6486,7013,7388,7610,7718,7640,7509,7649,7883,8235,8341,8510,8649,8496,8732,8981,9054,9287,9355,9192,9088,8791,8632,8597,8639,8682,8619,8460,8461,8457,8331,8228,7965,7636,7462,7474,7661,7997,8402,8858,9351,9872,10403,10884,11316,11726,12231,12892,13724,14823,15686,16359,16694,16934,17141,17355,17391,17447,17380,17421,17604,17887,18150,18357,18332,18690,18845,19390,20591,21286,22294,22903,23580,23796,24219,25007,26025,27080,27821,28168,27632,26853,26445,26218,26008,26089,26154,26745,26771,27202,28044,28408,28524,28427,27978,28066,29172,29549,30754,31058,31348,31625,31835
"355","347","      Social advocacy establishments, gross output","DSAORC0",74,73,74,77,77,78,79,79,78,80,82,83,81,78,76,75,76,81,87,94,103,108,111,115,115,122,132,142,150,154,156,159,164,176,189,201,201,201,203,210,219,228,238,246,249,252,263,269,283,298,313,327,349,357,361,416,394,406,399,415,423,434,431,441,454,471,504,524,546,565,593,617,650,660,683,724,753,793,818,841,898,934,956,998,1044,1095,1110,1185,1203,1247,1256,1305,1313,1346,1378,1409,1433,1462,1504,1532,1576,1612,1661,1723,1765,1818,1889,1955,2012,2047,2070,2122,2266,2281,2336,2382,2472,2524,2565,2647,2699,2769,2854,2923,2997,3104,3181,3258,3346,3415,3514,3585,3685,3775,3878,3956,4018,4103,4179,4195,4229,4275,4386,4508,4598,4679,4733,4798,4832,4927,5039,5089,5144,5222,5339,5366,5442,5516,5524,5626,5754,5897,6130,6404,6522,6660,6860,6984,7131,7388,7647,8051,8703,9136,9656,10124,9969,9958,9985,10069,10048,10279,10517,10415,10870,11177,11248,11905,12269,12880,13504,13892,14542,14920,15411,15974,16530,16879,17239,17295,17072,17168,17581,17615,17781,17866,18237,18150,18211,18674,18950,19198,19447,19251,19223,19686,19443,19857,19804,19865,20041,20478
"356","348","      Civic and social organizations, gross output","DCIORC0",199,203,206,209,210,210,210,209,213,217,222,226,227,224,222,221,224,232,242,251,258,260,261,263,265,272,282,294,303,309,316,322,329,337,345,351,361,365,368,374,380,387,393,399,403,408,412,414,421,430,435,440,447,456,462,496,490,504,507,522,535,548,554,571,588,603,633,650,668,687,709,725,753,764,785,807,822,850,875,903,968,1022,1070,1134,1188,1246,1287,1372,1426,1494,1558,1651,1724,1811,1893,1919,1922,1954,1993,2024,2026,2070,2132,2242,2343,2431,2521,2623,2688,2707,2739,2760,2908,2945,3032,3057,3146,3264,3366,3467,3567,3689,3844,3943,4018,4146,4299,4429,4555,4722,4830,4932,5087,5154,5274,5417,5470,5499,5519,5489,5527,5540,5617,5736,5771,5809,5830,5832,5820,5877,5894,5893,5819,5819,5904,6052,6288,6474,6623,6729,6831,6903,7136,7279,7469,7709,7907,8102,8245,8434,8577,8693,8941,9151,9377,9569,9623,9679,9735,9747,9711,9633,9644,9254,9239,9203,9078,9263,9319,9303,9250,9158,9100,9048,9079,9118,9239,9445,9610,9673,9524,9366,9229,9092,9213,9263,9433,9337,9317,9482,9531,9543,9533,9385,9397,9729,9797,10152,10223,10304,10395,10337
"357","349","      Professional advocacy, gross output","DSNGRC0",987,1012,1047,1101,1164,1306,1115,1203,1055,1231,1128,1151,1206,1241,1255,1247,1211,1206,1236,1303,1412,1484,1513,1499,1437,1398,1398,1438,1530,1600,1647,1662,1632,1635,1679,1770,1949,2044,2078,2058,1976,1944,1978,2059,2191,2271,2299,2279,2203,2191,2268,2417,2530,2690,2698,2770,2637,2722,2813,2897,3081,3234,3329,3425,3443,3513,3601,3790,3986,4172,4367,4289,4263,4353,4443,4774,4947,5182,5238,5354,5288,5462,5806,6126,6433,6820,6917,7190,7008,7064,7190,7800,8210,8589,8855,8942,8597,8559,8642,9014,9774,10518,10696,10611,9610,9995,9944,10252,10889,11664,12043,12354,11206,11074,11328,12071,12867,14018,15263,15502,13498,13555,13859,14109,14954,16373,17835,18172,16156,16312,16532,17186,18553,20003,20526,20603,18441,18254,18243,18180,18809,20137,21562,22025,19842,19547,19640,19894,21584,22654,23464,23738,20915,20592,20596,20920,21624,22690,23794,24458,22986,22594,22522,22840,24653,25317,26010,27343,25081,24573,24559,24199,25378,27446,29458,30511,27272,26243,26025,26644,29162,29923,31613,33453,29349,28344,27908,28403,30429,33365,35923,37013,32803,31574,31212,31955,37004,38764,40372,41948,34635,32869,32231,31845,33665,36656,39623,40595,34941,33416,33122,34158,39966,42062,44472,47539,38014,35984,35272,35296,38288,42888
"358","350","    Less: Receipts from sales of goods and services by nonprofit institutions (134)","DNPSRC0",8812,8983,9113,9270,9507,9869,9680,10043,10093,10609,10631,10816,11065,11323,11580,11844,12122,12431,12715,13014,13493,13741,13948,14087,14578,14979,15283,15626,16094,16717,17110,17617,18019,18649,19249,19797,20411,21345,21827,22638,23412,24261,24875,25714,26610,27078,27928,28854,29621,30710,31643,32292,33445,34112,35083,35516,36522,37655,38467,39665,40742,42874,44094,45514,47515,49355,50536,53314,55087,56213,58323,59688,61918,64433,65104,66645,69607,72883,74961,77112,79291,81833,84157,87664,91054,92816,98047,102350,106118,109951,113116,116855,120093,123864,127666,131743,134800,137567,139302,142170,145324,147852,150081,152937,156137,158950,163021,167375,170877,173159,175398,179317,183515,188874,193990,198282,203652,209243,215787,220222,225826,230253,235221,241505,248360,255429,262795,267722,272279,279328,285688,293764,299690,305713,312037,316384,322621,326817,331503,333784,336213,339772,344493,348778,351040,354163,357472,362191,363335,369939,374185,384905,389461,394156,400006,404523,412574,416659,421248,424377,429961,434416,440257,447725,452128,460422,467565,474285,483860,491897,502058,511620,524232,535695,544789,550155,558263,564509,572291,581463,591724,604867,620420,633478,643557,651430,665961,671804,678767,686685,697224,709490,722475,731487,738152,745330,753899,756058,761345,763772,780496,794230,804190,807273,809553,823719,838343,850558,854459,863417,860447,879931,898959,899424,918419,913758,921106,932161,937962,957747,947942,948668
"359","351","      Health services to households","DHLRRC0",4722,4830,4895,4987,5148,5356,5312,5517,5656,5749,5855,5958,6141,6348,6550,6755,6952,7161,7327,7504,7841,7974,8057,8067,8420,8644,8757,8909,9209,9690,9933,10295,10531,10996,11425,11812,12219,13038,13384,14001,14602,15252,15639,16242,16959,17268,17856,18743,19271,20174,20881,21288,22219,22669,23266,23297,24329,25134,25413,26409,27120,28802,29980,31161,32867,34312,34813,37183,38637,39563,41286,42427,44065,46410,46821,47500,50030,52596,54158,55796,57212,59193,60654,63297,66001,66967,71073,74299,77504,80595,82956,85120,87759,90694,93685,97099,99634,101567,102601,104443,107009,108463,109816,111102,113265,114772,117858,120766,123171,124362,125993,128889,131477,135782,139772,143023,147311,151751,156560,159818,163981,166932,170354,175443,181018,186423,191965,195831,199547,205077,210202,217191,221498,226675,231542,234719,239567,242257,245331,246861,248366,250634,253535,255886,256729,258379,260669,263978,263510,268238,270393,278269,281419,285172,289698,292129,298330,300735,303620,305161,309118,312099,316607,321669,323952,329625,334671,338722,345273,350781,359305,368639,380791,391007,397799,402117,408583,412654,418201,424726,433121,444736,457676,469793,476162,481806,494885,497477,502460,508306,517317,527101,537044,543503,548558,554005,561440,561681,564566,566384,582462,595867,604532,607215,606214,619032,631962,642928,645420,652357,648916,666890,684005,684548,701626,695237,702368,710353,715591,733335,722717,721816
"360","352","        Outpatient services to households","DOUSRC0",342,355,367,380,390,401,403,415,421,438,450,467,488,513,538,561,577,589,604,622,652,687,724,759,780,791,788,793,807,834,866,892,868,809,754,715,786,851,909,931,943,921,903,896,931,976,1024,1067,1059,1057,1069,1092,1125,1155,1190,1237,1298,1352,1404,1440,1518,1509,1579,1606,1733,1815,1891,1995,2082,2169,2230,2316,2372,2500,2614,2665,2726,2741,2777,2875,2950,3030,3136,3217,3276,3342,3480,3638,3798,3984,4145,4204,4082,4122,4265,4404,4655,4943,5205,5353,5575,5652,5847,6014,6214,6462,6711,6963,7151,7346,7570,7681,8226,8244,8458,8659,9076,9480,9940,10453,10817,11130,11462,12020,12641,13666,14729,15476,15675,16070,16626,17140,18082,18611,19055,19591,20245,21053,21853,22520,23061,23764,24249,24862,25705,26230,26665,26999,27158,27450,28074,29267,29684,29973,30411,31098,31792,32158,32280,32390,32500,32889,33480,34227,34960,35681,36261,36652,37190,38097,39286,40687,42520,44215,45323,46194,46153,46248,46829,47744,48668,49689,50538,50917,51693,52122,52567,53102,52516,51864,51653,51791,51657,51566,51391,51228,51518,51786,52248,52623,53376,54259,54785,55095,55675,56261,56918,57765,58149,58751,59451,60677,62273,63424,64376,64775,64559,64701,65066,65724,66408,66822
"361","353","        Nonprofit hospitals, services to households","DNPHRC0",4292,4388,4433,4504,4623,4792,4730,4903,5027,5098,5187,5265,5416,5586,5747,5907,6078,6256,6378,6503,6764,6829,6860,6842,7166,7393,7507,7631,7886,8301,8463,8769,9002,9496,9945,10321,10636,11337,11551,12063,12589,13203,13601,14177,14780,15032,15500,16250,16777,17614,18193,18469,19534,19802,20245,20124,21097,21842,22021,22925,23515,25070,26063,27144,28612,29923,30302,32479,33752,34536,36107,37057,38570,40703,40899,41411,43690,46118,47523,48946,50201,51996,53212,55646,58126,58828,62698,65614,68424,71233,73343,75428,78187,80981,83658,86718,88773,90152,90620,92042,94236,95488,96593,97558,99438,100434,103055,105510,107467,108389,109717,112364,114511,117787,120670,123087,126443,129998,134032,136506,140316,142907,145801,149833,154098,157806,161868,164631,168448,173504,177762,183790,186172,190494,194719,197094,200888,202310,204251,204851,205692,207047,209096,210579,210028,210808,212273,214673,213651,217554,218641,225026,226873,229554,232945,234088,239280,240404,242777,243970,247669,250149,253675,257530,258722,263177,267133,270152,275398,279353,286149,293539,303352,311620,316885,319853,325327,328508,333113,338408,345694,355659,366873,377659,383054,386760,398536,400432,405465,412604,420829,429984,438747,444905,449330,454187,461394,461087,463808,465199,480518,490472,497883,500204,498649,511141,523501,531925,534246,540205,536323,553330,568148,567975,582345,577963,584448,592569,596869,612890,603449,602402
"362","354","        Nonprofit nursing homes' services to households","DNPNRC0",88,88,94,103,136,163,179,199,208,213,219,225,236,250,265,286,298,315,344,379,425,458,473,466,474,460,462,485,516,554,604,634,661,690,727,777,797,850,924,1006,1070,1128,1136,1169,1248,1260,1332,1426,1434,1502,1620,1727,1560,1713,1831,1935,1934,1941,1988,2044,2087,2222,2338,2411,2522,2573,2620,2708,2803,2858,2950,3053,3122,3207,3308,3424,3614,3736,3858,3975,4061,4166,4305,4434,4598,4797,4895,5047,5282,5379,5469,5488,5490,5592,5763,5977,6206,6473,6776,7049,7199,7323,7377,7530,7614,7875,8092,8293,8554,8627,8706,8843,8740,9751,10644,11276,11792,12273,12588,12860,12848,12895,13091,13590,14279,14951,15368,15725,15424,15503,15814,16261,17244,17570,17768,18034,18433,18894,19228,19489,19612,19823,20190,20445,20997,21340,21731,22305,22702,23235,23678,23976,24861,25646,26342,26943,27259,28173,28563,28801,28950,29061,29452,29911,30269,30767,31278,31918,32684,33332,33870,34414,34919,35171,35590,36070,37103,37898,38259,38574,38759,39388,40265,41218,41415,42924,43782,43943,44479,43839,44835,45326,46639,47031,47837,48590,48529,48808,48511,48562,48568,51136,51864,51916,51889,51630,51543,53237,53025,53402,53142,52883,53584,53150,54905,52498,53362,53084,53656,54721,52860,52592
