"","Table 2#4#5U# Personal Consumption Expenditures by Type of Produ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206"
"224","216","        Photo processing","DFDVRC0",189,197,205,213,218,221,223,226,231,237,244,251,256,260,264,269,278,289,301,313,321,327,334,342,356,374,394,416,439,461,482,502,517,529,540,551,567,583,598,616,633,650,658,667,670,673,684,701,701,709,732,754,774,788,814,848,956,1038,1125,1197,1243,1299,1357,1393,1417,1418,1454,1567,1668,1780,1899,1997,1906,1869,1859,1862,1885,1928,2006,2113,2194,2306,2401,2451,2514,2638,2691,2729,2793,2819,2794,2774,2670,2639,2703,2828,2971,3119,3197,3345,3397,3478,3526,3571,3680,3774,3840,3930,3992,4071,4149,4228,4286,4359,4466,4613,4775,4914,4998,5134,5337,5507,5504,5360,5357,5356,5369,5390,5399,5408,5473,5584,5455,5459,5485,5596,5672,5748,5794,5852,5952,5964,5961,5899,5967,6060,6138,6224,6331,6360,6391,6426,6463,6513,6567,6576,6593,6604,6602,6648,6633,6668,6636,6580,6484,6451,6384,6315,6196,6072,6005,5967,5950,5962,5958,5914,5873,5791,5730,5652,5525,5359,5161,4943,4703,4374,4031,3707,3379,3193,3140,3163,3219,3189,3181,3141,3027,2933,2893,2899,2940,2891,2852
"225","217","        Photo studios","DPICRC0",294,301,307,314,319,321,325,327,327,329,331,333,307,396,336,333,341,353,454,304,346,333,425,508,462,437,401,508,483,490,483,580,621,602,575,478,597,662,723,774,793,810,833,864,896,930,970,1016,1051,1080,1080,1045,982,916,888,902,943,1000,1056,1093,1115,1141,1187,1225,1264,1291,1335,1434,1528,1615,1675,1690,1621,1597,1599,1639,1714,1772,1837,1901,1938,1992,2017,2009,2014,2070,2093,2119,2175,2211,2231,2267,2355,2413,2495,2573,2641,2717,2717,2773,2737,2753,2784,2842,2893,2952,3017,3122,3232,3340,3432,3520,3588,3665,3753,3862,4006,4110,4144,4199,4227,4285,4309,4308,4529,4647,4742,4799,4779,4781,4876,5031,5143,5266,5367,5496,5604,5702,5765,5837,5881,5946,6039,6109,6404,6500,6553,6582,6526,6476,6431,6388,6194,6030,6003,6062,6225,6360,6462,6477,6480,6451,6316,6336,6407,6533,6549,6626,6616,6670,6679,6575,6531,6502,6532,6619,6707,6658,6707,6938,6697,6741,6987,7239,7269,7295,7347,7317,7318,7393,7534,7637,7766,7845,7945,7984,8009,8020,8016,8023,8081,8101,8088
"226","218","        Repair of audio-visual, photographic, and information processing equipment","DAPIRC0",964,1034,1005,974,1059,1085,1104,1122,1142,1153,1173,1193,1202,1207,1210,1225,1241,1256,1270,1282,1243,1293,1295,1344,1301,1319,1309,1315,1328,1340,1369,1408,1430,1451,1470,1497,1535,1562,1598,1630,1654,1682,1684,1699,1704,1698,1707,1728,1763,1797,1822,1851,1874,1923,1994,2045,2082,2113,2156,2179,2193,2233,2311,2402,2474,2542,2615,2652,2676,2685,2731,2814,2816,2900,2967,3004,2873,2824,2772,2801,2854,2892,2923,2914,2893,2891,2866,2836,2862,2878,2863,2850,2807,2835,2846,2876,2861,2919,2966,3000,2990,2996,3043,3104,3248,3346,3416,3443,3368,3382,3448,3549,3701,3812,3939,4020,4024,4176,4291,4261,4208,4200,4162,4081,4148,4206,4175,4111,4000,4002,4005,3970,3943,4140,4141,4106,4244,4307,4325,4314,4245,4243,4265,4308,4396,4463,4524,4557,4471,4474,4469,4474,4461,4537,4653,4805,4998,5175,5331,5459,5571,5690,5871,6098,6355,6588,6765,6798,6777,6780,6837,6931,7111,7216,7252,7291,7236,7247,7384,7604,7900,8137,8227,8180,8044,7929,7939,8056,8224,8436,8570,8632,8695,8828,8910,9056,9157,9168,9193,9155,9159,9254,9315
"227","219","        Video media rental","DVIDRC0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,308,428,544,565,596,716,891,1020,1160,1407,1709,1974,2216,2479,2707,2844,2959,3086,3195,3191,3213,3359,3581,3811,4062,4339,4579,4788,4844,4918,4986,5350,5582,5761,5851,5778,5696,5760,5934,6101,6184,6342,6532,6737,6902,7106,7341,7663,7890,8070,8192,8409,8446,8433,8370,8137,8078,8039,8019,8054,8140,8236,8341,8254,8235,8300,8480,8780,8905,9398,9732,9527,8884,9028,8636,8494,8523,9052,8272,8209,8160,7648,7657,8018,8414,8669,8855,9057,9142,8983,8636,8221,7899,7883,8078,8144,8199,8298,8541,8606,8623,8409,8371,8203,7881,7607,7874,7813,7655,7503
"228","220","      Gambling (91)","DGAMRC0",610,631,655,676,690,697,703,709,721,737,758,783,811,853,874,894,907,914,927,972,988,1032,1051,1109,1120,1102,1093,1091,1131,1142,1200,1232,1254,1231,1307,1280,1303,1370,1410,1433,1459,1530,1522,1561,1633,1655,1688,1692,1792,1831,1865,1988,2040,2128,2210,2330,2454,2591,2732,2839,2879,2962,3115,3192,3325,3340,3497,3626,3632,3669,4031,4388,3996,4273,4569,4806,4942,5143,5265,5378,5602,5744,6011,6103,6315,6457,6734,7302,7638,8266,8728,9076,9300,9559,9804,10049,10348,10919,11343,11602,12147,12247,12687,13175,13645,14069,14342,14956,15026,15365,15457,16216,16484,16833,16865,17570,18497,19320,20187,20740,20968,21091,21341,21619,22939,23364,23732,24605,23809,24414,24940,25493,26905,27087,28583,29744,30469,32235,34233,36172,37696,38918,40369,41448,43158,44620,46167,47728,48257,49287,51124,52497,53729,54688,54763,54873,55415,55054,55835,57218,58445,60933,63817,66167,66470,67281,68538,67934,69836,69898,69976,70249,71589,73117,74887,76636,77196,79862,82561,84101,88226,88832,90302,91782,93786,95175,96176,97409,102193,101887,104002,107379,107330,107984,110503,112583,112669,115072,115675,111189,111132,110357,110706
"229","221","        Casino gambling","DCASRC0",133,136,141,146,152,157,163,168,173,177,182,188,194,212,211,211,216,221,232,271,264,275,260,289,290,279,281,286,316,305,338,345,357,333,408,374,358,402,414,410,422,471,442,457,508,518,524,490,559,558,544,619,631,675,704,754,785,816,877,938,950,1013,1104,1133,1227,1206,1259,1324,1282,1272,1567,1855,1393,1603,1855,2049,2104,2213,2263,2328,2509,2546,2732,2773,2916,2957,3172,3639,3863,4380,4689,4884,4980,5129,5170,5217,5359,5706,5964,6035,6214,6094,6275,6489,6621,6812,6826,6945,7024,7210,7034,7476,7780,7969,7775,8200,8493,8843,9216,9400,9494,9431,9612,9811,10952,11244,11452,12195,11526,12148,12595,12971,14086,14064,15329,16245,16661,18191,19954,21572,22755,23618,24631,25300,26665,27838,29138,30469,30803,31573,33176,34265,35462,36507,36532,36495,36892,36377,37008,38286,39474,41893,44736,47085,47376,48176,49338,48626,50316,50141,49990,50034,51004,52113,53571,55063,55331,57914,60234,61392,65018,65174,66317,67457,69353,70560,71088,71865,75735,74347,75664,78917,78704,79155,81502,83084,82735,84672,84689,80770,80821,79876,79872
"230","222","        Lotteries","DLOTRC0",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,5,6,6,4,2,1,1,1,2,5,10,16,22,28,33,33,39,39,34,33,34,39,49,54,65,76,78,87,110,141,173,204,240,275,301,339,372,392,396,402,447,467,483,501,558,582,597,610,643,686,741,778,823,870,916,950,985,1017,1026,1089,1137,1164,1173,1219,1257,1311,1352,1396,1488,1624,1775,1854,2017,2210,2389,2582,2722,2899,3155,3321,3550,3822,4195,4415,4674,5148,5099,5241,5481,5791,5772,5904,6074,6278,6761,7090,7461,7784,8075,8298,8417,8502,8604,8683,8770,8831,8801,8838,8967,9165,9455,9638,9884,10155,10492,10709,10925,11207,11493,11809,12191,12558,12864,13097,13300,13492,13664,13877,14071,14306,14311,14202,14201,14275,14346,14425,14500,14541,14531,14542,14527,14476,14435,14417,14493,14610,14830,15066,15286,15497,15807,16152,16411,16626,16864,16931,17212,17481,17827,18131,18341,18560,18608,18741,19127,19536,20335,21238,21869,21920,21956,22059,22192,22630,23066,23512,24024,23613,23568,23753,24080
"231","223","        Pari-mutuel net receipts","DPARRC0",476,494,513,529,537,539,539,540,547,559,575,594,616,640,662,682,690,692,694,700,722,754,786,814,824,819,810,804,814,836,860,882,887,882,877,878,912,935,957,984,1003,1026,1046,1065,1076,1083,1099,1126,1155,1186,1211,1228,1236,1249,1266,1301,1368,1436,1483,1509,1533,1547,1564,1592,1615,1633,1680,1720,1753,1787,1821,1847,1862,1892,1891,1887,1922,1980,2017,2033,2067,2109,2142,2166,2226,2281,2305,2352,2423,2490,2551,2568,2545,2576,2617,2622,2600,2631,2657,2668,2778,2832,2862,2864,2829,2842,2842,2863,2903,2914,2942,2949,2932,2960,3016,3092,3243,3387,3509,3556,3399,3362,3312,3307,3382,3437,3510,3579,3482,3428,3378,3357,3364,3385,3370,3344,3316,3335,3354,3394,3448,3491,3547,3590,3628,3685,3729,3767,3789,3836,3877,3926,3957,3979,4031,4104,4177,4253,4327,4391,4440,4499,4555,4606,4659,4688,4707,4699,4690,4691,4700,4718,4778,4853,4905,4947,5000,5017,5115,5228,5381,5527,5644,5764,5825,5875,5961,6009,6123,6302,6470,6543,6670,6770,6809,6869,6868,6888,6962,6805,6742,6729,6755
"232","224","      Other recreational services (81, 94, and part of 92)","DOTRRC0",223,234,247,258,263,263,263,265,270,282,295,311,320,326,332,338,348,362,377,397,415,435,454,471,486,501,518,538,567,599,628,654,664,665,670,681,748,794,837,875,907,941,957,966,961,949,955,972,989,1015,1059,1103,1152,1198,1252,1296,1317,1344,1362,1375,1388,1419,1465,1516,1569,1605,1652,1719,1794,1867,1935,1993,2060,2097,2168,2230,2300,2360,2453,2581,2737,2878,2994,3089,3144,3178,3285,3404,3549,3653,3811,3937,3955,4117,4246,4252,4354,4469,4633,4762,4961,5114,5293,5445,5566,5692,5833,6040,6210,6314,6534,6742,7082,7262,7481,7686,7973,8251,8480,8844,9073,9323,9534,9865,10096,10379,10589,10930,10960,10962,11078,11092,11383,11574,11710,12122,12360,12710,13089,13387,13806,14147,14553,14881,15258,15998,16470,16856,17278,17761,18069,18545,18712,19058,19397,19912,20614,21090,21654,22140,22812,23346,23843,24607,25165,25712,26147,26385,26403,26568,26775,26635,27533,27785,27762,28210,28457,28806,29382,29862,30238,31003,31302,31735,32412,33215,33613,34208,34085,34836,35690,36641,37736,38029,38219,38085,37956,38132,37981,37776,37671,37258,37266
"233","225","        Veterinary and other services for pets","DVETRC0",143,154,165,176,182,184,186,190,197,208,220,233,240,244,248,253,262,274,287,303,317,332,347,362,376,388,401,415,434,454,472,486,484,474,467,468,530,569,602,626,642,660,665,667,661,653,658,668,679,693,714,734,751,768,792,817,826,845,865,879,890,918,951,987,1020,1041,1071,1113,1156,1201,1235,1256,1285,1297,1330,1366,1414,1447,1489,1534,1577,1616,1668,1744,1826,1886,1960,2034,2118,2166,2232,2311,2288,2413,2509,2492,2586,2657,2744,2765,2817,2884,2988,3096,3168,3241,3297,3405,3512,3576,3720,3834,4027,4112,4228,4317,4372,4457,4497,4623,4683,4786,4822,4899,4975,5060,5195,5363,5412,5539,5606,5657,5762,5763,5852,5981,6218,6431,6646,6800,7003,7299,7559,7864,8083,8407,8695,8993,9330,9690,9952,10293,10580,10817,11090,11352,11584,11795,11965,12183,12344,12569,12827,13139,13424,13689,13992,14248,14304,14491,14653,14718,15192,15359,15427,15899,16020,16171,16630,17185,17309,17766,18043,18452,18861,19356,19751,20041,20484,21041,21454,21814,22716,22935,23332,23528,23347,23879,23820,24076,24415,24246,24417
"234","226","        Package tours","DHOLRC0",27,28,29,30,29,28,28,28,28,31,32,35,36,36,36,36,35,36,36,36,37,38,40,41,41,43,44,46,50,56,62,69,76,83,91,96,98,100,105,111,117,125,130,136,142,144,149,155,156,157,167,175,183,190,202,212,223,235,247,261,272,284,294,303,304,307,315,328,349,367,390,411,432,444,466,483,496,498,514,539,573,606,642,687,710,718,751,770,786,795,853,868,899,930,966,1005,1026,1054,1080,1101,1123,1103,1138,1185,1283,1366,1441,1489,1491,1481,1492,1524,1600,1633,1691,1750,1959,2103,2239,2368,2448,2531,2667,2861,3007,3196,3260,3437,3413,3293,3372,3382,3654,3865,3937,4164,4095,4170,4311,4474,4744,4780,4890,4805,4820,5161,5310,5412,5489,5652,5719,5829,5641,5706,5674,5816,6109,6261,6518,6655,7037,7217,7314,7637,7733,7830,7859,7725,7617,7503,7463,7169,7483,7481,7333,7255,7366,7574,7671,7604,7809,8070,8138,8133,8293,8506,8380,8620,7993,8036,8336,8808,8880,8903,8797,8627,8921,8701,8685,8219,7887,7757,7748
"235","227","        Maintenance and repair of recreational vehicles and sports equipment","DRRERC0",53,53,52,52,52,51,49,47,45,43,43,43,45,46,48,50,51,52,55,58,61,64,67,68,69,70,73,77,83,89,94,99,103,107,112,116,120,125,131,138,148,156,162,163,159,152,148,149,155,165,178,194,218,240,257,267,268,264,250,235,225,217,220,226,246,258,266,278,289,299,311,327,342,356,372,382,390,415,450,508,588,656,684,658,608,575,574,600,646,692,726,757,767,773,770,755,742,758,810,897,1021,1126,1167,1164,1116,1084,1095,1147,1207,1257,1322,1384,1455,1517,1561,1619,1642,1691,1744,1852,1942,2005,2045,2105,2114,2123,2135,2130,2135,2131,2100,2052,1968,1945,1921,1977,2048,2109,2132,2113,2059,2069,2104,2212,2354,2429,2465,2451,2459,2418,2398,2423,2491,2535,2633,2744,2921,3033,3171,3302,3432,3560,3702,3832,4008,4192,4297,4413,4482,4574,4660,4748,4857,4944,5001,5056,5070,5062,5082,5073,5121,5168,5121,5150,5257,5353,5482,5547,5608,5759,5899,6019,6140,6191,6090,5930,5687,5552,5475,5482,5369,5255,5101
"236","228","    Food services and accommodations","DFSARC0",18949,19465,20093,20446,20295,20658,20457,20528,20812,20781,20874,21388,21691,22048,22451,22836,23011,23205,23272,23735,24360,24813,25040,25298,26044,26867,27498,28313,29013,29409,30005,30110,30335,30503,31147,31843,33468,34200,35101,35609,36030,37345,37727,38742,40284,41662,42262,42287,42529,43237,44176,45246,47025,48245,49599,50674,52731,53504,55530,57566,57850,59723,61404,63477,65539,68028,68957,72760,75095,76754,79297,80061,84800,85598,85665,86595,90232,95187,99992,103005,107068,108528,111431,116658,118460,119475,122103,126847,131637,133861,134590,135573,137129,141017,144565,147322,150098,151971,155080,157049,161618,162685,167010,168351,170546,174569,175366,176715,181356,185258,187811,192323,198093,202182,205120,212123,214895,222439,230327,235726,237496,239795,244803,248292,257001,262063,266674,265200,266442,274091,275802,277246,285059,280601,284249,295341,293500,297763,301743,301418,302128,307896,311225,313426,312686,316180,318504,319492,321033,325591,328522,334446,340022,342081,347750,348388,354175,360828,364286,372747,373129,377865,381999,393332,402915,408979,413740,414870,421157,420286,421091,422379,431725,436972,440380,443654,448365,457432,469307,476217,483266,488480,495749,504195,511603,522845,527828,538956,555863,554978,558936,569195,575888,583424,592273,599982,601816,610808,614737,607284,607340,605966,603741
"237","229","      Food services","DFSERC0",17942,18411,18989,19299,19127,19481,19281,19350,19623,19569,19641,20126,20458,20776,21038,21350,21459,21782,21791,22228,22833,23212,23382,23680,24430,25083,25629,26385,27083,27520,28026,28112,28250,28360,28884,29573,31067,31761,32642,33043,33405,34673,35022,35844,37263,38687,39272,39133,39558,40240,41071,42043,43473,44506,45633,46444,48597,49219,51162,53060,53307,55112,56648,58552,60613,62864,63619,67027,69232,70733,72896,73600,78081,78844,78681,79525,82818,87410,92023,94701,98213,99333,102193,106933,108567,109553,111849,115895,120338,121903,122495,123353,124876,128443,131693,134292,137183,138467,140959,142185,146138,147099,150778,151088,153214,156339,156929,158339,161844,166557,168703,172697,176927,180489,183099,188878,191384,198017,205889,211274,212456,214151,218508,221562,229356,234659,239067,237379,238741,244884,246180,246942,253890,248657,251394,262619,261019,265335,268893,268386,268089,273275,276021,277682,276902,279983,281831,281946,283051,286143,287901,292908,296834,297469,302471,301887,307604,313718,317312,324193,324232,328827,331510,341819,349947,353829,357324,358411,365473,366230,369753,373354,379557,383098,386093,388577,393714,401928,410603,416717,422972,425926,431598,438519,443907,453331,457915,466116,481442,479729,484142,493067,499070,504295,511198,516947,518081,526209,529456,527017,532609,532068,527979
"238","230","        Purchased meals and beverages (102)","DPMBRC0",16738,17215,17777,18087,17939,18277,18065,18122,18363,18305,18353,18814,19126,19445,19694,20001,20115,20430,20447,20868,21465,21840,22010,22296,23022,23623,24125,24817,25439,25800,26210,26216,26302,26404,26948,27637,29110,29806,30658,31047,31396,32603,32965,33768,35195,36608,37215,37077,37546,38252,39087,40075,41472,42503,43622,44419,46529,47138,48969,50713,50790,52450,53850,55641,57590,59745,60445,63671,65773,67178,69224,69849,74159,75090,75024,75863,78774,83206,87665,90223,93518,94465,97193,101783,103248,104082,106251,110136,114364,115784,116256,117002,118485,121930,125080,127621,130707,132031,134553,135800,139721,140699,144403,144748,146910,150061,150723,152216,155778,160542,162752,166818,171156,174774,177383,183111,185454,191995,199764,205058,206122,207738,212007,214988,222688,227914,232252,230528,231876,237976,239226,239951,246882,241600,244287,255447,253815,258047,261548,260985,260647,265777,268484,270083,269205,272231,274016,274098,275157,278189,279893,284820,288689,289288,294247,293594,299297,305317,308863,315657,315620,320156,322796,332994,341055,344930,348364,349452,356461,357115,360547,364146,370306,373736,376567,378841,383769,391884,400423,406405,412549,415355,420914,427577,432702,441747,445966,453700,468441,466388,470537,479284,485124,490270,497194,503031,504452,512618,515762,513284,518848,518371,514439
"239","231","          Meals and nonalcoholic beverages","DMABRC0",12634,12942,13417,13676,13661,13896,13789,13800,14061,14001,14054,14434,14692,14975,15203,15409,15534,15791,15805,16154,16679,17003,17191,17458,18108,18548,19021,19652,20108,20420,20820,20888,20983,21217,21763,22385,23616,24237,25004,25472,25859,26797,27099,27825,29105,30243,30589,30506,31035,31612,32448,33291,34524,35271,36139,36835,38575,39204,40820,42516,42489,43977,45136,46673,48474,50389,50873,53891,55895,57063,58752,59249,62051,63804,64266,65048,67231,70984,74533,76746,79481,80538,82886,86885,88073,88473,90655,93889,97655,98701,99249,100175,101521,104808,107647,110005,112915,114163,116564,117494,120989,122344,125402,125580,127606,130401,131238,132479,135737,139590,141615,145893,149724,153183,155714,161118,162292,168493,175290,179905,180773,181910,185759,188455,194937,198875,202437,200046,201303,206746,207658,207511,213295,208740,210830,220575,220882,224717,228002,228385,228050,233167,236349,238193,237665,240245,241690,242098,243512,246585,248161,252727,256743,257497,261668,261228,265845,270759,273331,279007,278635,282259,284700,293248,299590,302777,305720,306649,312664,312861,314566,316653,321657,324440,327119,328963,333463,340074,347552,353267,358623,361594,366438,372352,377044,385129,388712,395236,408043,405651,409316,416449,421677,426430,432537,437344,438293,444529,446817,444989,449438,449327,446320
"240","232","            Meals at schools","DMSLRC0",818,835,848,865,883,898,911,927,952,972,982,983,1073,1081,1093,1100,1154,1184,1215,1247,1264,1300,1339,1380,1397,1433,1466,1501,1509,1563,1613,1663,1666,1700,1716,1740,1771,1809,1843,1873,1928,1954,1982,2006,2035,2053,2064,2067,2083,2078,2080,2083,2111,2127,2150,2183,2261,2349,2432,2504,2560,2619,2682,2749,2783,2848,2916,2982,3009,3088,3179,3284,3383,3480,3567,3646,3626,3772,3897,4052,3992,4110,4206,4329,4283,4376,4613,4829,4757,4899,5096,5280,5113,5242,5366,5511,5537,5576,5604,5656,5789,5845,5929,6007,6080,6122,6165,6268,6397,6503,6631,6715,6734,6841,6907,6994,7109,7244,7431,7558,7750,7875,8008,8188,8415,8518,8632,8746,8820,8966,9070,9209,9336,9475,9646,9863,10129,10245,10395,10601,10887,11011,11242,11478,11757,11810,11984,12264,12510,12685,13001,13359,13642,13859,14068,14255,14299,14500,14650,14941,15220,15446,15654,15950,16133,16188,16348,16391,16500,16701,16833,16838,16880,17042,17285,17558,17822,17964,18166,18286,18385,18527,18577,18789,18945,19177,19325,19747,19885,20003,20280,20575,20978,21388,21697,21909,22167,22478,23015,23420,23764,23916,23920
"241","233","              Elementary and secondary school lunches","DESLRC0",623,636,645,658,663,675,684,696,705,720,727,729,794,800,808,814,840,862,885,909,909,935,962,992,981,1007,1030,1054,1038,1075,1110,1145,1103,1125,1136,1152,1191,1217,1240,1260,1313,1332,1350,1367,1393,1405,1412,1413,1415,1413,1413,1416,1441,1452,1470,1493,1481,1530,1576,1617,1579,1615,1650,1685,1577,1608,1639,1669,1545,1579,1620,1666,1639,1685,1727,1766,1771,1832,1896,1967,1892,1951,2002,2060,1963,2014,2096,2188,2110,2176,2264,2353,2235,2292,2362,2431,2434,2441,2453,2475,2522,2555,2589,2630,2668,2709,2745,2797,2856,2913,2972,3036,3086,3146,3190,3223,3259,3294,3322,3343,3372,3395,3426,3460,3518,3563,3624,3668,3707,3731,3757,3784,3779,3792,3818,3870,3960,4023,4083,4143,4192,4242,4310,4377,4456,4511,4573,4655,4731,4805,4898,5003,5111,5199,5283,5356,5372,5441,5484,5572,5651,5714,5778,5882,5951,5973,6034,6052,6092,6160,6193,6170,6154,6179,6233,6298,6360,6389,6450,6494,6541,6604,6633,6719,6779,6845,6855,6935,6973,7019,7092,7141,7202,7267,7306,7320,7359,7425,7577,7697,7790,7812,7786
"242","234","              Higher education school lunches","DHSLRC0",195,199,202,206,220,224,227,231,247,252,255,255,280,282,285,287,313,322,330,338,356,366,377,388,416,426,437,447,471,487,503,518,563,574,579,588,580,592,603,613,615,622,632,639,642,648,652,654,668,666,667,667,670,675,681,690,780,818,856,886,981,1004,1032,1064,1206,1241,1278,1313,1464,1509,1559,1617,1745,1795,1840,1881,1855,1941,2002,2085,2099,2159,2205,2269,2320,2363,2516,2641,2647,2723,2832,2927,2878,2950,3005,3080,3102,3135,3151,3182,3267,3290,3340,3378,3413,3414,3420,3471,3541,3590,3659,3679,3648,3695,3718,3771,3851,3950,4109,4215,4378,4480,4582,4728,4897,4955,5008,5078,5113,5235,5313,5425,5557,5683,5829,5993,6169,6222,6311,6458,6695,6769,6932,7100,7302,7299,7411,7609,7779,7880,8103,8356,8531,8660,8786,8900,8927,9060,9166,9369,9569,9731,9876,10068,10182,10215,10314,10339,10407,10541,10640,10667,10726,10863,11052,11260,11461,11575,11716,11792,11844,11922,11943,12070,12166,12332,12470,12812,12912,12984,13188,13434,13776,14120,14391,14589,14809,15053,15438,15723,15974,16104,16134
