"","Table 2#4#5U# Personal Consumption Expenditures by Type of Produ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216"
"375","366","  PCE excluding food","DPXFRC0",248815,254814,259510,261281,265171,269866,270240,271671,271498,276226,279452,286574,291304,296874,300113,306425,309710,313733,319719,324199,332720,339457,346857,348808,358873,364250,371855,382491,391496,395549,404073,410005,413543,422580,429314,435453,451633,463205,477151,484702,495375,505693,514196,523750,531567,540545,551029,556052,575127,587613,600148,615063,631163,645571,662160,684143,706164,718879,731683,744454,757040,783569,806244,812712,836619,862038,890860,919360,950039,967210,993885,1024694,1056626,1080778,1110589,1144225,1170441,1222916,1249256,1283419,1311661,1347499,1397600,1434418,1475160,1474079,1527434,1589966,1641794,1669968,1706726,1718162,1753914,1776804,1822114,1880581,1921324,1980654,2046746,2097441,2140039,2193516,2229239,2277133,2345618,2386880,2452077,2474055,2512720,2545062,2614360,2649165,2682858,2747879,2813025,2846829,2920518,2973139,3033306,3102045,3149952,3207995,3258919,3299548,3375724,3421850,3479454,3500070,3509179,3556996,3603627,3638691,3737428,3791267,3862802,3938215,3976623,4040696,4101843,4161309,4226456,4279693,4351073,4417560,4447836,4515029,4579067,4632190,4703169,4788675,4840125,4914938,4993551,5032191,5136949,5220692,5278942,5386563,5479213,5583195,5654530,5780671,5883275,5998393,6158842,6240100,6340388,6432330,6506118,6559373,6589206,6701707,6742741,6835886,6921978,6977725,7063319,7146577,7290108,7366351,7494285,7586530,7701995,7847630,7959073,8090894,8248214,8337948,8463412,8579357,8696200,8768246,8902990,9016347,9103264,9221653,9285996,9377241,9378658,9114615,9040394,9037799,9164679,9237409,9342167,9425365,9510216,9638907,9779656,9869308,9968712,10051756,10188731
"376","367","  PCE excluding energy","DPXERC0",287412,293305,298289,299922,303232,308598,308476,310156,310920,315439,318448,325567,330199,335690,339482,344786,347780,352677,359175,363848,372912,380567,388779,391089,401583,407565,416215,429632,439931,444148,452675,457968,462165,470424,477696,484325,501479,515422,530740,539444,550437,561192,570893,582036,592540,602089,613301,619266,637188,650857,662779,678250,695115,712890,729970,751601,775515,789689,806553,818748,834579,855843,881804,889641,915665,941046,971721,1000042,1031812,1050446,1076455,1103756,1137916,1166614,1194050,1230317,1257724,1313909,1344380,1379644,1407601,1441959,1485157,1520517,1554256,1552270,1609413,1673761,1720908,1745771,1785747,1797219,1831907,1864621,1910035,1970690,2013823,2071023,2134221,2185853,2235501,2288494,2330320,2377659,2443545,2490036,2556847,2581853,2633792,2682093,2757891,2798909,2826924,2885628,2949915,2983963,3062186,3120899,3184172,3256670,3306781,3358024,3418581,3457343,3548741,3598533,3648656,3653996,3683420,3735597,3782855,3814189,3918101,3963428,4034416,4106148,4144601,4213891,4272778,4335335,4404350,4464338,4537941,4611066,4641601,4704076,4767556,4829180,4890305,4974866,5039951,5110545,5189874,5234580,5342511,5418611,5497526,5608380,5706047,5828187,5906721,6018258,6112438,6235229,6380869,6454636,6548105,6632019,6705519,6772322,6818327,6966314,7015853,7083724,7165261,7211118,7269754,7372612,7511196,7583419,7698195,7786428,7902296,8025054,8140849,8271954,8369885,8456441,8608532,8706628,8801507,8942906,9064317,9145408,9235956,9342834,9382248,9456224,9445315,9321619,9298054,9294772,9378606,9433901,9524960,9627625,9700615,9817439,9933408,10021935,10115592,10227901,10374752
"377","368","  PCE excluding food and energy \2\","DPCCRC0",226175,232046,236523,237799,241467,245659,245966,247145,247220,251505,254849,261816,265897,271324,274486,279823,282535,287331,292826,297304,305268,311676,318378,320067,329925,334347,341429,351529,360389,363558,371458,376878,380300,388452,395199,400426,415769,427504,440580,447907,457373,467082,474971,483661,490902,499494,509239,513540,531507,543611,555647,569813,585397,599056,614201,633036,654375,665658,676884,686732,696949,716199,736039,740513,764202,786236,811954,839817,868474,884612,907913,932280,962876,987726,1013765,1045439,1069093,1120117,1145905,1176096,1196682,1226256,1265083,1293736,1321461,1316303,1368130,1427135,1470297,1491787,1529047,1537153,1569647,1598749,1641444,1698845,1742909,1795302,1854431,1904130,1950064,1997881,2036807,2082819,2145724,2189497,2253076,2272179,2319277,2367979,2441615,2478165,2505030,2561633,2624678,2657838,2729205,2781011,2837086,2905400,2949008,2996028,3050759,3083386,3165750,3208528,3252898,3258045,3282857,3329302,3377785,3414303,3515372,3561178,3629567,3698115,3736310,3802475,3858345,3915586,3980414,4034191,4102703,4171963,4200786,4261619,4323736,4381284,4436930,4514755,4575672,4640796,4716374,4762790,4866119,4941189,5018951,5124728,5217266,5333170,5403801,5508966,5596845,5708763,5856733,5919079,6006764,6083231,6153503,6213020,6256281,6400850,6449623,6516214,6596033,6635656,6687189,6791809,6919329,6988534,7094423,7179035,7287809,7398852,7507993,7632505,7722331,7798335,7945782,8036710,8126000,8254320,8365613,8440808,8521507,8615764,8649728,8706977,8688194,8574929,8556738,8550934,8632204,8681277,8763461,8868220,8934249,9039286,9141396,9215205,9299823,9408041,9548949
"378",NA,"Market-based personal consumption expenditures (PCE):"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","369","    Market-based PCE","DPCMRC0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2695179,2761588,2823456,2853728,2924565,2979380,3038585,3106835,3156201,3215216,3269380,3312064,3389750,3430264,3487888,3508428,3507920,3559641,3599739,3623492,3712479,3756864,3818370,3888428,3920261,3976306,4031862,4087282,4145558,4203416,4266961,4331361,4359184,4420890,4485174,4534565,4593659,4679233,4715242,4798152,4865601,4894323,4991654,5059984,5102933,5199150,5277180,5370828,5443262,5558866,5649660,5760127,5883614,5965148,6056818,6148091,6217274,6256938,6297264,6393448,6424294,6506171,6587273,6641510,6722868,6794704,6931786,7001106,7118007,7190527,7294703,7442117,7550136,7674252,7824142,7895588,8008486,8115777,8219443,8280863,8411332,8517892,8597322,8713803,8775158,8872874,8893374,8629836,8586490,8606943,8733356,8793743,8886804,8951941,9043814,9179516,9320159,9415488,9516928,9595090,9710553
"380",NA,"Durable goods:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","370","  Market-based PCE motor vehicles and parts","DMOMRC0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156361,170421,186785,175722,190187,187073,181073,187504,187883,189693,198617,181447,200358,189720,186364,177046,164795,165320,175017,171902,183134,186846,190880,195730,193988,205192,206159,217589,224788,222565,223447,231052,222658,223612,229746,235952,238852,242321,241994,245615,257454,246363,261256,269221,261809,282237,286434,313957,299363,319712,322971,315819,340451,318251,322647,323661,334173,325201,329833,387086,352407,354512,383385,356271,350959,367821,373976,360864,363418,356708,359956,368604,360982,379818,383793,335117,349689,350222,355614,351731,355334,358696,354156,354328,336832,316859,297674,260319,270029,269318,305146,285902,287150,294427,303047,329119,344009,325572,332062,360311,383100
"382","371","  Market-based PCE durable goods other than motor vehicles and parts","DDUMRC0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248971,252785,256287,257321,264541,270904,273556,282357,280355,285667,288805,291407,296991,292190,290637,288025,289993,293805,292651,289290,297772,298706,305543,311111,316967,324196,330677,335427,341723,353050,361577,372962,371141,375275,384964,388737,390729,402909,405615,411988,414576,417106,425897,432209,443691,454756,465272,475485,487694,499085,512074,527649,544274,551426,556266,558241,558448,558249,559919,575614,587529,591180,589015,595298,592217,608203,631080,644078,657424,663217,672355,682972,697866,710863,718114,733800,757269,753573,758753,771050,778713,784071,793836,797486,784104,792453,773994,727792,717052,706044,710865,718350,734893,741073,747906,757578,771482,780382,789529,795771,810212
"383",NA,"Nondurable goods:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","372","  Market-based PCE food and beverages purchased for off-premises consumption","DMFXRC0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321110,323247,324511,325409,332256,339148,346351,350543,357079,361317,367163,373306,382314,389354,395131,395346,399956,405685,404460,399283,402135,401670,404280,407471,407734,410871,413894,419216,423419,429635,434734,438606,440325,441979,443344,447428,452917,459657,463839,469317,473073,471372,475985,477021,478185,483265,488401,494646,502555,508940,515251,526130,523810,535234,541029,548482,551715,559017,561767,565186,565954,567224,568944,575182,582292,580526,591589,594606,603489,607099,614179,625879,632531,639113,647207,657750,662359,669501,675086,688165,698333,704257,714114,726707,732137,748867,756753,746332,740970,743499,746071,752301,761180,759081,766040,777823,791687,806403,815449,819534,825480
"385","373","  Market-based PCE clothing and footwear","DCLMRC0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164029,166533,169302,170426,172590,174866,179133,185623,186029,189409,191311,194155,195515,195532,195780,193548,196074,200130,201153,198334,205514,208613,213175,216564,215146,217631,219900,222391,224595,225165,227394,231440,228210,229393,233143,233087,234709,239491,240135,242683,243379,244089,249565,251691,254308,257358,257142,261183,267215,271167,271877,272966,275630,279765,282195,284447,280303,278057,274946,276798,278840,278310,275118,281554,278563,282769,290547,290669,297615,294797,297206,303711,307974,313616,312107,320854,322673,324953,327772,332184,336397,333712,334175,335775,332072,338664,332869,318436,317999,313600,318497,321056,329363,331865,333484,340885,344045,348199,351745,355696,363580
"386","374","  Market-based PCE gasoline and other energy goods","DGOERC0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91653,96230,97925,99667,98420,99618,100873,100492,103503,116218,110673,111361,116415,113800,125454,141128,124728,119582,119775,120428,120106,124100,126849,128976,128645,126443,125055,127385,127371,124823,132233,132495,134528,135756,132615,130719,139096,147835,143460,148590,152162,144325,146479,147678,136557,132637,133311,130931,127937,146216,155862,165228,178420,187700,193987,195235,191103,196164,185702,161363,154060,174708,180368,189112,218947,191661,211295,215999,234678,240591,247380,275045,276004,275051,330890,333201,323014,341592,361641,314738,330583,363385,368006,397085,418310,444022,466938,312564,261423,275522,321450,339305,359506,336989,345899,374073,420156,431512,434451,426761,436965
"387","375","  Market-based PCE other nondurable goods","DNDXRC0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216780,222438,225009,226940,231346,236496,241088,246618,252216,257144,263840,269006,276226,278525,283591,285699,289551,293283,296264,299791,307690,310868,315181,320344,325697,329397,331583,334487,339286,346387,353048,358370,361288,367484,372421,378181,381995,390169,396486,405374,409392,414507,421615,427859,434265,443866,452960,465323,484154,489384,494363,516224,512715,530929,539335,549067,548824,557309,568630,577632,584823,587824,592256,598362,607152,611604,627145,634806,639472,649002,657689,666337,673474,681122,688424,701195,715942,724174,727999,742793,750123,753459,761243,767330,769347,781637,786106,777301,782449,792867,800468,809636,822307,833497,846656,858461,873088,884111,892304,904454,919307
"388",NA,"Services:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","376","  Market-based PCE services","DSEMRC0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1496275,1529934,1563636,1598244,1635225,1671274,1716511,1753699,1789138,1815767,1848971,1891382,1921931,1971142,2010933,2027636,2042822,2081835,2110419,2144463,2196127,2226062,2262463,2308233,2332084,2362576,2404592,2430787,2464377,2501791,2534527,2566437,2601034,2647391,2688941,2720460,2755361,2796851,2823713,2874587,2915565,2956560,3010856,3054304,3094118,3145033,3193660,3229302,3274344,3324362,3377262,3436111,3508315,3561843,3621359,3688958,3752708,3782941,3816467,3849768,3900680,3952415,3998187,4045730,4092738,4152119,4206154,4260084,4321912,4379114,4445937,4519570,4601305,4674668,4743607,4813671,4877541,4951763,5012579,5080203,5161849,5220312,5271791,5335092,5402357,5450371,5479041,5487092,5496569,5506093,5530859,5567194,5592405,5655008,5700782,5741576,5775691,5839308,5901387,5932563,5971910
"390",NA,"    Of which:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","377","    Market-based PCE housing services","DHSMRC0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,443892,451132,460181,471634,479715,486531,495935,505304,512524,520646,529360,539722,548926,559373,571209,576878,583449,590476,598337,607793,616661,623899,630325,638417,645358,653061,661357,671747,686590,697999,709392,720267,731013,742029,751844,762186,770917,779550,789010,798421,810100,823067,836307,849108,862211,876074,891080,906274,920167,933783,946632,959015,974048,988225,1004784,1023905,1044943,1066009,1082733,1096785,1106715,1115600,1125075,1136120,1147862,1155659,1165901,1177899,1188877,1205959,1225734,1247817,1276120,1301329,1322390,1340432,1361389,1386523,1408346,1425172,1436830,1445720,1457327,1473563,1489332,1502870,1517433,1532188,1545471,1554992,1559702,1560858,1560524,1561593,1564175,1567768,1574339,1580442,1591636,1603106,1613799
"392","378","    Market-based PCE household utilities","DUTLRC0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106514,110905,111839,110976,114990,115058,118577,119805,121843,120739,123039,130903,120151,126530,128417,128575,129662,136692,135205,133450,131476,135923,136877,142343,143946,144817,152349,153105,154174,156996,153262,151101,151088,156786,162285,160272,168200,168347,163160,168343,168189,168692,168788,176836,168855,175115,175117,166134,170687,174025,179632,173872,173536,183493,190245,204997,213098,202244,199887,192707,192834,199223,200417,208514,213665,220283,217146,219986,223955,226846,227813,235343,237465,246362,258956,271937,261885,269758,278261,269712,278265,284689,287269,282957,293297,302872,301658,306681,302253,292140,292736,299583,303066,305317,316327,312864,306729,312213,325202,308471,295430
