"","Table 2#3#5U# Personal Consumption Expenditures by Major Type of","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219"
"182","28","  Market-based PCE excluding food and energy \6\","DPCXRC0",3664959,3655870,3694599,3693501,3725947,3757041,3758324,3786134,3815043,3805526,3834261,3868903,3841290,3874825,3907398,3933764,3950203,3953011,3968260,3984827,4007753,4036139,4053637,4074305,4095099,4111658,4139279,4134788,4145489,4180371,4220756,4254837,4258922,4277556,4302642,4330183,4342215,4368249,4383807,4425287,4459578,4477287,4491901,4526444,4562151,4598752,4615534,4664181,4662035,4694734,4713173,4751116,4780257,4803284,4813478,4846731,4883716,4900986,4941636,4990474,5006958,5064417,5101697,5092938,5113666,5120083,5141300,5171749,5233442,5237759,5248251,5265518,5298676,5323012,5317138,5323930,5350107,5380664,5394516,5442382,5370824,5541762,5530657,5509800,5543908,5576090,5575662,5627571,5591599,5638672,5685873,5712501,5678779,5693874,5716267,5762630,5757497,5742942,5792898,5821046,5859676,5897523,5931743,5994520,5982005,5996356,6037448,6052246,6087282,6107105,6149573,6152721,6198688,6176388,6241563,6254630,6302821,6331666,6354505,6416226,6424691,6480872,6494010,6567187,6542970,6620091,6678139,6639663,6635355,6652793,6702425,6739444,6818651,6816146,6850691,6888346,6894908,6927645,6953430,6956534,7012495,7041229,7064012,7131065,7152690,7165632,7208548,7203522,7255147,7255618,7268389,7307427,7328523,7358063,7384234,7401323,7416457,7395362,7408451,7434976,7460988,7465267,7457571,7460023,7420876,7366279,7341542,7323627,7365873,7366463,7334747,7354402,7378357,7385450,7418925,7503877,7419269,7444047,7463764,7486496,7480059,7492418,7562004,7577209,7590518,7612554,7628851,7666707,7689907,7741465,7786932,7798478,7833115,7875540,7919464,7941627,7957686,7970486,8000681,8021929,8063552,8098995,8128391,8154972,8202685,8249955,8276286,8274352,8286199,8285255,8310189,8327423,8374110,8358121,NA,NA
"183",NA,"Personal consumption expenditures by major function (From NIPA table 2.5.5):"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","29","      Personal consumption expenditures","DPCERC0",4878368,4876994,4910590,4914484,4956806,5001180,4994182,5029602,5044872,5038093,5079930,5122236,5111145,5158744,5199740,5235588,5251880,5258879,5281369,5305060,5326794,5359181,5383624,5411258,5445204,5468274,5487691,5491927,5493021,5526996,5582531,5621743,5635751,5671492,5695670,5727178,5725640,5760031,5786880,5825055,5875658,5909931,5928870,5965860,6009254,6046864,6065921,6121853,6125543,6155590,6191212,6258010,6290840,6321046,6351763,6396909,6447942,6467739,6503730,6603110,6602768,6689212,6756967,6740138,6775614,6811211,6832183,6864707,6948300,6955449,6970734,7017174,7047718,7066541,7060148,7079896,7130809,7145325,7156471,7195833,7101449,7298614,7259872,7243021,7275024,7316712,7335185,7402913,7380569,7426691,7484412,7507275,7481928,7517569,7543873,7598126,7629698,7629800,7678158,7705641,7717095,7759389,7821216,7915451,7909243,7921275,7968116,7994317,8065942,8096523,8131716,8147147,8221737,8212888,8277321,8298438,8373683,8424108,8468636,8528735,8542368,8591219,8642203,8726243,8685313,8779474,8870968,8879552,8936785,8970485,8992486,9025205,9098139,9123040,9157312,9220576,9248340,9278899,9357398,9368161,9389573,9412379,9433312,9524813,9561354,9600466,9643259,9688804,9730828,9743210,9775410,9815515,9862229,9885026,9957909,10003237,10014533,9997242,10043764,10081510,10121726,10176223,10171029,10143813,10092497,9992164,9846959,9744799,9790291,9780464,9734549,9730332,9753051,9808262,9834479,9960201,9871689,9925174,9951276,10011048,10024651,10058503,10124155,10131827,10155628,10157312,10187858,10260625,10282255,10350175,10405348,10450333,10496597,10561498,10640806,10680020,10692140,10682500,10758608,10778510,10836393,10861131,10874014,10886311,10941819,11025768,11054099,11080305,11061740,11059457,11098003,11133649,11217605,11197382,NA,NA
"185","30","Household consumption expenditures \7\","DPHCRC0",4773193,4772077,4805191,4808458,4850283,4894210,4887083,4922062,4936808,4929371,4970533,5012034,4999236,5045297,5084985,5120384,5135832,5141684,5163264,5187382,5209554,5242230,5267509,5297326,5333349,5357764,5377750,5382045,5383097,5416560,5471633,5509876,5522686,5556976,5579496,5609282,5605495,5637893,5662727,5698694,5747067,5779517,5796443,5831345,5873114,5909140,5926690,5981745,5985441,6015551,6050286,6115649,6147551,6176773,6206397,6250216,6299701,6317893,6352646,6450455,6448235,6532713,6597996,6580349,6614340,6647594,6666622,6697212,6777840,6782376,6794860,6839911,6868784,6887025,6879122,6897001,6945647,6958633,6968605,7006999,6911552,7108173,7068828,7050884,7080988,7120507,7136527,7202083,7177896,7221763,7277500,7298212,7271681,7306393,7331156,7385513,7418077,7418997,7466486,7494407,7505529,7547453,7609233,7703930,7697948,7710210,7757499,7784501,7856299,7887285,7922382,7938136,8012090,8002700,8067134,8088683,8164381,8213906,8258996,8322376,8340764,8392398,8442196,8522817,8479981,8572289,8661300,8666176,8717711,8745069,8764577,8796531,8868992,8893853,8926824,8987424,9011991,9038855,9113194,9121382,9141791,9165486,9185871,9276557,9311693,9351723,9395454,9443991,9486350,9496137,9522963,9558696,9601275,9621044,9692471,9738469,9746973,9726438,9768484,9803599,9839836,9890591,9882918,9853293,9799510,9696981,9551120,9451490,9503916,9498862,9455465,9453091,9476940,9532542,9557882,9682543,9592510,9643429,9669432,9730114,9745663,9780548,9845815,9851941,9875002,9877064,9908852,9981328,10003519,10070331,10124231,10168500,10214299,10279552,10356793,10393569,10402127,10388552,10460426,10477830,10536564,10563818,10578709,10592969,10647704,10731260,10757826,10777407,10755248,10749898,10786560,10820940,10902728,10880203,NA,NA
"186","31","  Food and beverages purchased for off-premises consumption","DFXARC0",443278,439065,440100,440237,443528,443618,442790,443625,445041,445291,446255,452144,451812,452557,455754,459443,458783,462097,463603,464203,465043,468604,469618,471029,471751,473426,475339,472913,470716,471741,476067,475996,477114,477337,479134,475794,477513,478132,480080,481479,483271,486204,487550,488344,490450,491718,494209,499127,500731,503683,504342,508230,510604,509048,511674,514839,520276,516815,521011,541574,516185,523913,532323,533176,533668,539820,539709,540974,543344,547371,547019,551976,553022,552092,550940,557960,560735,559216,559784,561863,564486,564911,563840,567634,564199,566002,568497,566062,567959,568494,571091,568648,567941,571486,577369,577538,580641,584609,582450,581175,579091,582129,587866,593553,594168,595070,594796,594788,604518,602253,604553,605364,607843,608976,610188,613628,619641,622803,626563,629224,631564,631950,635058,638959,637235,642154,642178,647361,653125,657167,658750,658414,659586,665247,663421,667824,671542,670377,672943,677945,675645,686791,685634,693341,697260,699144,699706,700714,704873,708214,714089,711648,717627,722458,724932,733822,730993,730000,736560,743572,747224,756939,758800,757812,754753,752191,750323,737564,740399,739274,739503,737877,740260,741160,739643,740278,743283,745282,746249,754585,751948,763779,758388,753328,754498,752120,749354,760708,763081,766847,775028,778573,784487,794775,796127,805853,806480,809560,814243,818349,819180,826538,827553,819109,826068,826912,828109,828570,827209,826585,829956,826936,834432,838361,NA,NA
"187","32","  Clothing, footwear, and related services","DCAFRC0",244329,237728,241919,241044,242795,243934,246761,242441,249858,242939,247673,248336,244279,249928,249522,252619,252250,253397,251941,253256,255715,256911,255432,257293,256900,258031,258320,256968,258135,261382,263681,265481,264683,265467,267466,267629,268374,270396,270041,273795,272273,272349,274321,272862,270996,275786,277523,277466,281113,282827,285643,285465,287597,288918,287143,288329,289125,289101,288515,290820,287890,291829,297287,295294,298605,295904,294973,298397,303789,300632,302190,301031,301855,298505,291039,297379,294940,292159,294294,296449,284551,292474,293610,294790,295005,295716,296304,297274,292428,295600,293220,293560,288685,299137,296237,298853,296973,291061,296289,294767,299884,301800,306038,306488,307194,304656,306603,309028,311144,313305,316889,309527,313431,310083,312581,313088,314720,319235,319295,321427,322717,327708,322554,330472,327621,332321,328423,331138,326625,338103,337928,336754,340662,338813,339397,344509,339550,342233,343073,341667,350626,350508,344533,354232,355353,350226,356535,349635,354235,350475,353294,350702,351637,351860,353872,354527,353133,348384,347266,354075,355601,358749,357378,352758,340855,335514,338587,333381,336211,338847,327365,329174,331153,328006,331009,335526,333482,337439,334079,336366,339781,341873,347967,346752,345191,345048,344315,349591,348312,351331,358608,356558,356023,359912,360644,362077,363562,367078,367846,365846,370661,370790,374100,374295,374609,382755,384419,378620,380724,381790,385532,386133,387727,386246,NA,NA
"188","33","  Housing, utilities, and fuels","DHUFRC0",898672,908667,903234,915961,922694,925624,934215,942423,933393,934977,948903,952530,957103,966044,967474,969303,973769,971814,969733,979352,978182,986606,992501,994081,1003310,1002088,998732,1014994,1014837,1014284,1024789,1025274,1033522,1049790,1043424,1052648,1040938,1053633,1062931,1061587,1073901,1084197,1083465,1087787,1092397,1089739,1091205,1099889,1109170,1106770,1120919,1124770,1129014,1137497,1145898,1148943,1154099,1156892,1153117,1161706,1171406,1178863,1173468,1187628,1198791,1212377,1213777,1224187,1234419,1240257,1254703,1283663,1280710,1287137,1296938,1289252,1298705,1303288,1308637,1311051,1313586,1320237,1309951,1319434,1320209,1323577,1333347,1337539,1346517,1343580,1351232,1352356,1357636,1372941,1373827,1375883,1389942,1394349,1394347,1411830,1407435,1398488,1410759,1415688,1414936,1423312,1429139,1436596,1444731,1453369,1439344,1460008,1465202,1473801,1480929,1486174,1499445,1507285,1521673,1530999,1538637,1544478,1570859,1571579,1586736,1599293,1609316,1620198,1633034,1642793,1651887,1661970,1634850,1668900,1682473,1683071,1705040,1706549,1731794,1726355,1731080,1743452,1737357,1730189,1751148,1768614,1751727,1782516,1760899,1769771,1772179,1793185,1788573,1783322,1804807,1808579,1816101,1830171,1835297,1844533,1852371,1861959,1871764,1859400,1867329,1876082,1882938,1885829,1893246,1884112,1894856,1891807,1885081,1888698,1882645,1894399,1892898,1903297,1883525,1911587,1908296,1909411,1897834,1895016,1912039,1915090,1918280,1919814,1916646,1912167,1926671,1939043,1936209,1925762,1944073,1945423,1953407,1952960,1971741,1966444,1969790,1968940,1965194,1953627,1948940,1962259,1958260,1987320,1990719,1992718,2012901,1998908,2006771,2006369,NA,NA
"189","34","  Furnishings, household equipment, and routine household maintenance","DFHHRC0",248942,245720,246664,247169,249496,250772,253466,252960,255559,254465,257370,257721,252076,257088,259522,262335,263696,264001,264666,264626,267284,269024,269803,270560,269381,273264,273787,273688,274144,276093,278765,279522,280627,281313,283172,283482,287779,289360,290108,292860,293912,296184,297915,298362,300047,302633,305599,307401,308360,312227,314393,312917,315621,318367,317983,322190,326492,326361,327738,333169,332740,336479,341251,341077,343105,341945,343496,344946,347221,347769,346373,343501,352416,347828,345713,349172,349320,349683,351759,353092,346701,351958,356226,359285,360456,361915,362785,364303,364279,363266,362239,362814,362093,364768,367050,366493,366373,360582,367668,367350,372603,373993,377036,380005,381217,381878,383743,383546,386604,388828,394888,392444,392941,394879,399935,398167,398381,402832,404422,409814,408986,410640,409908,416058,413383,418936,417230,420693,423620,428182,429155,427759,437399,436551,437056,435781,433064,434652,434787,436587,437435,438058,436262,440255,444198,440960,442993,440724,442835,440335,442748,442566,442516,442358,444805,443553,442453,436988,436415,440676,442240,442964,441223,434477,425686,422863,417797,411343,409707,408875,401723,401746,402873,401451,400298,400254,400380,400960,400732,403299,403290,406379,409858,412065,410816,407559,406967,410290,410750,411401,415833,416603,415593,420620,424147,426135,425974,428173,430569,432163,435108,437476,439489,439579,447236,448278,450348,446557,449390,448705,452168,451825,454221,452517,NA,NA
"190","35","  Health","DHLTRC0",806685,810521,816820,816576,821398,823606,824904,832184,833945,838929,840404,846115,846765,843131,853824,859473,860969,868069,868108,871973,877437,884471,888338,897185,896171,899457,903454,907160,910668,917695,923116,927271,931561,934358,940206,947440,955660,958174,963869,969000,972828,981483,982789,987655,990992,992819,999779,1000770,1006791,1011650,1013684,1018002,1022842,1025705,1026261,1037659,1044342,1052609,1065588,1074880,1063974,1067261,1081386,1093864,1101493,1105839,1112695,1121803,1129751,1136162,1143128,1157767,1159913,1169628,1176208,1180838,1194641,1200890,1212906,1226354,1229961,1245686,1251974,1263841,1275263,1281710,1289274,1297639,1302668,1317643,1324494,1327082,1337724,1342940,1351773,1356753,1363289,1369260,1379010,1383798,1385813,1403222,1409449,1420371,1424473,1432097,1446329,1451603,1458435,1458017,1474604,1485978,1496399,1504049,1515287,1523898,1533758,1539710,1545298,1554308,1568174,1584168,1583329,1590299,1594676,1598919,1606901,1612710,1621421,1625264,1632153,1643674,1651169,1660828,1671611,1680645,1686471,1692563,1695283,1701437,1707481,1717346,1728260,1741433,1760220,1768414,1779306,1782705,1785948,1793505,1797957,1807721,1811515,1821902,1829860,1841611,1854325,1861748,1868155,1873935,1879456,1879716,1888105,1891600,1896914,1901291,1908769,1915093,1925910,1935239,1939185,1950138,1959848,1966373,1973499,1979821,1988186,1995785,1993097,1993816,1991979,1996504,2007808,2017825,2021585,2039510,2049347,2059521,2070581,2081552,2092730,2100513,2115032,2121712,2133016,2141665,2150651,2155126,2155063,2157823,2163950,2174828,2187925,2202956,2209222,2219162,2226415,2224650,2222931,2217882,2226364,2228774,2233165,2238005,NA,NA
"191","36","  Transportation","DTRNRC0",540429,538903,549999,536970,546086,565846,548598,562182,562767,555139,563674,578179,568017,581530,593406,603684,603978,590815,595531,602217,603473,613336,615628,615604,635880,635058,643626,627517,617048,624990,636935,656658,646823,651403,661504,664377,643908,641373,639263,649851,669438,662461,657049,670463,686911,701205,696577,711378,681461,686620,690827,722961,730941,741692,744587,751315,754968,748096,746075,766116,779038,804643,811125,780069,787385,793006,789622,793025,821599,811447,803474,806463,805078,827124,811695,795431,816849,824893,801826,810601,786971,890575,828374,769740,782161,794104,798863,829078,794776,814035,844476,865809,819711,813538,814356,849303,849280,847432,854145,852257,830410,834958,845761,892633,878033,859818,870976,868590,881063,887196,896168,881760,919009,885578,899692,896437,924898,935481,946718,955631,941998,937042,954775,985490,934093,970863,1042244,1001508,1023574,993208,972245,978357,1004186,984968,982258,1011134,1003668,1013986,1056424,1039865,1012130,982678,982335,1009992,998912,1011817,1022801,1041736,1063574,1047946,1048767,1042236,1074494,1068127,1085096,1093471,1086780,1069060,1088199,1069490,1072077,1097835,1081656,1092551,1062576,981106,853117,801969,828816,835236,825475,811042,836831,881407,898678,989309,886528,903286,925144,928747,933807,922718,962339,946694,939378,923235,941907,962588,969080,1004337,995500,1024113,1043221,1064459,1085928,1092614,1076509,1041238,1073953,1068086,1106194,1104345,1097780,1098515,1108646,1139907,1143755,1143321,1104617,1098690,1091395,1141420,1178492,1156815,NA,NA
"192","37","  Communication","DCMCRC0",96037,95633,95965,96905,97348,98311,99230,99982,100951,101474,102134,103335,103459,104077,105585,105533,107437,108385,108854,109360,110190,111294,112322,113303,114853,115614,116735,117123,118078,119513,121437,121098,122408,123789,124917,125706,125961,126458,127309,127605,128931,129803,131852,132258,133462,133609,134720,135150,135991,137427,139245,141288,142697,144319,145965,147563,148631,149204,151235,153159,155012,155558,157502,160046,162015,162115,163744,165473,163894,166536,166489,166428,166506,166773,168306,169260,170520,172119,173712,174180,173041,173388,173727,174305,174760,175355,174242,175282,177246,176275,178204,180042,179332,179606,179332,179943,181460,182055,182085,182295,182909,182543,183608,183755,183511,183284,183423,183940,184834,186233,187237,187628,188321,189665,190585,190815,191523,190617,191012,191275,191436,192332,192554,193521,193515,193508,193366,193595,194978,195001,195488,195994,198894,200382,202462,204409,205538,206886,208104,208937,210845,211662,211486,212251,211087,212669,215207,218472,221093,221594,222025,223103,224248,225701,226838,228667,230156,230655,230965,231288,231840,231969,232827,231823,230424,228911,229060,228874,231148,232009,230999,230415,229421,228344,227427,226946,227247,227623,227792,229129,231238,233507,234618,235773,236527,236748,236431,236810,238426,239708,241528,242358,243333,245039,246506,247065,246747,247089,246626,246883,246960,248085,248045,248473,247785,247627,247855,247174,247325,247173,247025,245971,246625,247351,NA,NA
"193","38","  Recreation","DRRLRC0",434756,431550,437878,438984,446992,451116,450410,455672,460748,459422,462901,466789,463264,466477,471061,474921,476936,482320,486368,486353,486598,491251,493330,499582,493695,501357,504688,503896,504338,507494,510761,512997,515136,517073,520394,522193,528330,530793,531813,536825,539374,541132,549390,551734,555499,559939,560580,566079,566136,575296,577990,582799,586853,590064,592470,599105,607383,609958,612237,622861,622581,628267,637594,636639,635712,637028,641736,642015,650023,647949,649666,648998,654032,649088,649303,653457,654340,652725,658594,659600,643549,655927,668163,669719,674437,676354,672676,680744,679746,676662,677841,680351,684207,685740,689123,693200,691278,688552,695196,697183,705619,710333,717629,729404,729808,736541,739749,744550,749295,758311,760518,762539,767549,766705,774198,775220,778751,782060,782603,788944,792310,800308,806567,811569,808480,818696,818317,823532,821285,835812,838201,837024,865215,856044,857360,865344,861966,863095,866222,869270,879304,883790,893670,902761,901421,895435,909199,905513,916740,913922,924272,923992,927029,931670,934445,940640,933021,930463,930433,935319,945900,944295,942122,931495,915275,901441,891652,880789,894979,888063,873362,873525,872636,873575,873624,878294,882828,876719,892132,891965,891826,896217,896703,900050,896985,903742,902642,912358,914178,920383,926628,922397,927098,934794,940489,944569,948353,952974,957958,956324,959706,968468,968007,965631,979331,983055,986489,985550,990397,995962,1004906,1003676,1015072,1010092,NA,NA
