"","Table 2#4#6U# Real Personal Consumption Expenditures by Type of ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210"
"329","321","      Household maintenance (parts of 31, 33, and 36)","DHHMRX0",62260,62079,61823,61504,61404,61224,61260,61362,61508,61548,61763,62283,63535,63894,64232,64098,63994,63912,63897,63681,63526,63370,63006,62494,62968,62244,61645,61845,61576,61122,60827,60440,60041,59582,59150,58693,58792,58927,58818,58985,59118,59158,59165,59240,59095,59168,59165,59205,59730,59838,60025,60027,60180,60227,60454,60711,60985,61202,61544,61866,62276,62677,63028,63293,63585,63816,63943,64073,64309,64434,64454,64505,64379,64255,64183,64173,64109,64060,64019,64073,64091,64145,64138,64106,64252,64342,64353,64307,64382,64485,64427,64633,64847,64683,64984,65249,65496,65710,65910,66004,66152,66334,66391,66565,66803,67024,67199,67280,67397,67189,67150,66953,66708,66414,65953,65542,65146,64902,64509,63898,63102,62427,61750,61174,60666,60161,59707,59362,59110,58939,58836,58749,58746,58538,58399,58312,58194,58119,58071,58153,58376,58713,59002,59126,59268,59449,59821,60091,60345,60702,61048,61293,61454,61483,61533,61556,61721,61901,62020,61963,62101,62073,62270,62597,63145,63897,64258,64200,63714,63626,63800,64296,64671,64802,64901,64965,65118,65283,65514,65676,66096,66464,66854,67370,67677,67876,67910,68034,68326,68644,68767,68650,68279,68103,68085,68309,68486,68626,68656,68698,68790,68473,68278,68242,68294,68388,68506
"330","322","        Domestic services","DDMSRX0",26708,26415,26046,25607,25386,25081,24989,24963,24980,24893,24983,25380,26507,26774,27043,26862,26739,26663,26675,26516,26442,26397,26170,25820,26487,25947,25517,25878,25756,25435,25266,24991,24689,24321,23970,23585,23744,23943,23904,24137,24328,24427,24501,24636,24559,24697,24762,24878,25378,25437,25550,25447,25477,25372,25427,25493,25556,25542,25640,25707,25847,25997,26111,26147,26228,26270,26226,26207,26319,26342,26272,26244,26044,25870,25761,25724,25647,25607,25592,25620,25556,25477,25391,25321,25484,25602,25658,25666,25795,25944,25924,26078,26138,25722,25816,25904,26012,26122,26251,26302,26445,26657,26779,26961,27151,27268,27359,27378,27458,27286,27352,27335,27312,27290,27148,26980,26754,26609,26449,26202,25895,25651,25346,25085,24849,24574,24305,24054,23802,23544,23293,23004,22907,22639,22474,22393,22276,22198,22142,22100,22080,22061,22083,22024,22259,22482,22845,23053,23191,23377,23492,23604,23728,23823,23927,23985,24010,24114,24207,24179,24308,24229,24333,24345,24358,24361,24356,24319,24248,24286,24289,24319,24418,24451,24643,24773,24960,25135,25354,25486,25856,26121,26355,26663,26884,27122,27319,27467,27639,27696,27781,27847,27857,27926,28009,28076,28135,28191,28248,28290,28357,28422,28469,28536,28541,28596,28673
"331","323","        Moving, storage, and freight services","DMSERX0",15218,15267,15320,15379,15442,15509,15582,15658,15739,15822,15908,15997,16090,16161,16212,16245,16255,16245,16215,16163,16091,15996,15879,15741,15582,15421,15266,15113,14964,14818,14672,14531,14393,14255,14118,13982,13852,13729,13617,13517,13427,13350,13284,13228,13182,13147,13121,13104,13033,12988,12971,12983,13010,13058,13121,13204,13304,13422,13557,13705,13869,14019,14158,14287,14400,14497,14578,14640,14683,14707,14724,14736,14743,14738,14727,14709,14683,14645,14598,14604,14663,14774,14849,14890,14896,14877,14833,14765,14690,14609,14522,14504,14558,14680,14778,14855,14907,14936,14943,14928,14891,14833,14753,14736,14784,14895,15002,15102,15195,15225,15192,15096,14964,14791,14580,14440,14372,14374,14278,14083,13792,13532,13302,13103,12928,12776,12649,12584,12585,12648,12776,12965,12989,12988,12962,12909,12835,12737,12617,12616,12735,12971,13126,13200,13119,13115,13187,13338,13483,13622,13756,13833,13853,13814,13748,13655,13587,13559,13577,13637,13700,13765,13832,13941,14091,14280,14418,14504,14537,14597,14685,14801,14883,14934,14953,14943,14906,14839,14804,14801,14829,14838,14828,14799,14760,14711,14652,14684,14806,15018,15031,14844,14460,14204,14080,13999,13946,13924,13905,13896,13897,13607,13416,13322,13330,13337,13344
"332","324","        Repair of furniture, furnishings, and floor coverings","DFRERX0",2871,2849,2829,2809,2790,2772,2754,2737,2721,2705,2690,2675,2661,2644,2625,2604,2580,2555,2527,2497,2465,2431,2394,2356,2316,2277,2241,2205,2172,2140,2110,2080,2053,2026,2001,1977,1954,1933,1915,1898,1885,1872,1861,1853,1845,1841,1837,1835,1831,1827,1822,1817,1811,1804,1796,1788,1778,1768,1756,1743,1728,1715,1703,1693,1685,1678,1672,1667,1663,1661,1659,1659,1659,1659,1659,1659,1658,1658,1656,1655,1653,1651,1648,1645,1641,1636,1630,1624,1617,1611,1604,1596,1588,1580,1571,1562,1551,1540,1530,1521,1512,1503,1494,1486,1477,1469,1461,1454,1448,1440,1430,1417,1402,1386,1368,1351,1333,1316,1290,1255,1212,1176,1147,1125,1107,1092,1080,1075,1075,1082,1084,1081,1072,1063,1053,1042,1037,1037,1044,1051,1058,1064,1068,1067,1060,1048,1034,1017,1010,1013,1028,1034,1031,1019,1015,1018,1032,1026,1001,957,925,906,898,933,1012,1133,1178,1147,1038,992,1008,1086,1126,1129,1094,1072,1065,1071,1073,1069,1060,1071,1102,1152,1175,1170,1137,1119,1115,1126,1130,1128,1119,1114,1112,1162,1197,1214,1205,1199,1197,1167,1147,1138,1139,1139,1140
"333","325","        Repair of household appliances","DERERX0",5852,5840,5828,5818,5807,5797,5787,5778,5769,5759,5748,5738,5727,5714,5699,5681,5661,5639,5616,5589,5561,5530,5497,5461,5423,5386,5350,5316,5283,5251,5220,5190,5161,5133,5105,5079,5054,5032,5012,4997,4988,4979,4975,4973,4975,4982,4989,5001,5050,5092,5127,5156,5186,5217,5249,5280,5310,5339,5366,5391,5413,5431,5444,5455,5461,5462,5458,5449,5435,5416,5391,5360,5323,5289,5260,5236,5216,5198,5184,5174,5167,5165,5164,5167,5172,5181,5192,5207,5222,5237,5252,5275,5304,5341,5356,5350,5321,5296,5274,5256,5237,5217,5195,5174,5153,5132,5109,5083,5054,5025,4999,4973,4947,4920,4893,4871,4852,4837,4806,4758,4693,4635,4586,4545,4507,4472,4440,4415,4397,4387,4367,4337,4344,4343,4334,4315,4317,4337,4376,4412,4444,4473,4499,4524,4527,4506,4461,4393,4368,4387,4449,4475,4463,4414,4392,4398,4475,4483,4425,4298,4200,4131,4091,4175,4384,4717,4827,4713,4373,4211,4227,4423,4517,4511,4402,4328,4290,4286,4280,4270,4256,4288,4368,4494,4548,4530,4438,4383,4365,4384,4386,4373,4343,4324,4316,4446,4533,4579,4551,4533,4526,4442,4387,4361,4364,4366,4368
"334","326","        Other household services","DMHSRX0",11573,11662,11746,11829,11908,11983,12054,12121,12183,12241,12291,12336,12377,12417,12458,12503,12548,12595,12645,12696,12749,12803,12858,12914,12971,13032,13099,13174,13254,13341,13434,13535,13642,13755,13875,14000,14135,14253,14345,14423,14488,14537,14559,14571,14557,14531,14485,14418,14489,14559,14630,14702,14776,14857,14940,15024,15108,15193,15278,15362,15447,15531,15617,15707,15799,15891,15986,16082,16180,16280,16379,16478,16579,16666,16745,16816,16879,16930,16973,17005,17028,17040,17038,17029,17007,16997,16997,17011,17036,17075,17127,17190,17267,17355,17454,17568,17692,17803,17900,17987,18061,18125,18177,18217,18244,18258,18260,18248,18221,18189,18152,18110,18064,18013,17957,17897,17832,17761,17683,17599,17510,17432,17367,17314,17275,17249,17236,17236,17251,17277,17316,17365,17438,17511,17585,17659,17736,17814,17894,17976,18060,18146,18231,18316,18307,18300,18297,18301,18310,18324,18344,18369,18401,18437,18476,18520,18632,18735,18835,18930,19020,19106,19187,19265,19338,19406,19467,19522,19571,19618,19667,19717,19765,19816,19867,19919,19972,20025,20078,20128,20178,20224,20268,20308,20346,20381,20414,20445,20473,20497,20517,20532,20565,20598,20631,20665,20698,20733,20769,20806,20843,20881,20918,20954,20989,21022,21056
"335","327","      Net foreign travel","DFORRX0",-24893,-26688,-29147,-29187,-34266,-37241,-40437,-39792,-41317,-35099,-35699,-29335,-34190,-33655,-27174,-33367,-23713,-24181,-25112,-23458,-22082,-22850,-24071,-27041,-24607,-20278,-20967,-8642,-11694,-15043,-13249,-16408,-8392,-9789,-9977,-10804,-8401,-5944,-11028,-8799,-13332,-14116,-18274,-24949,-16133,-10320,-9831,-7866,-3678,-5466,-5903,-8612,-14565,-12246,-7298,-6390,-9352,-8611,-8496,-6837,-4638,-6286,-8798,-6016,-3011,-3352,-6708,-3125,-4629,-5171,-6498,-7355,-8844,-10767,-11177,-12188,-13668,-12157,-9653,-7700,-5206,-5726,-2053,-5072,-8179,-1296,-439,-1671,-2516,-1172,-6219,-7856,-8193,-5901,-6130,-7244,-10716,-7864,-12705,-10664,-14323,-14291,-17432,-18722,-18944,-25892,-25615,-28368,-24249,-22113,-29555,-27591,-35684,-35964,-32740,-28782,-24082,-25898,-17940,-25856,-21928,-20547,-21311,-21586,-28317,-26900,-24656,-21702,-22563,-24468,-23200,-24923,-28137,-29776,-31269,-30200,-31292,-31471,-32458,-33443,-36400,-37306,-38196,-39362,-38195,-36171,-37712,-37853,-39344,-41617,-39017,-40897,-36742,-38438,-38776,-38168,-30974,-31545,-33053,-35331,-34933,-36835,-33866,-39956,-35181,-32581,-37203,-37619,-42290,-41528,-38487,-38642,-40662,-36942,-38186,-41059,-41292,-38472,-39832,-38083,-46085,-31500,-36216,-35091,-33032,-29625,-25199,-31959,-26896,-25837,-28370,-26353,-29604,-28943,-27397,-24095,-21953,-21863,-18577,-18591,-15582,-16083,-15900,-10528,-12932,-10403,-12225
"336","328","        Foreign travel by U.S. residents (129)","DFTRRX0",96803,95333,95159,90194,87505,85933,87255,87474,87710,93025,95059,88113,92004,96470,99676,101249,104208,105664,104753,104653,107365,102449,104169,102179,102618,103798,104001,110597,104441,103069,106816,106919,80720,72814,78224,84210,93192,98522,96347,94922,91935,92024,84719,80461,87233,93273,94119,97794,95927,92850,87120,79658,80700,84924,93657,95966,94792,96589,97916,99147,101592,104850,103079,105066,105785,106836,103947,104757,103674,104003,104443,104878,107719,107712,107293,106984,103539,104301,103410,102963,108401,106895,108331,108693,106854,108136,110398,111535,111537,109897,108744,106139,107670,110058,111171,110659,109255,109291,109821,109557,107030,107363,104775,106519,106004,106397,106784,103612,109094,111728,107950,106883,106234,101897,101698,104996,102830,103736,106566,102916,98274,98678,97532,99593,92282,92495,98969,102492,100920,101868,101417,100831,101274,100590,100553,98098,103454,103252,103169,103216,102482,103028,101126,101734,100532,100728,101297,105692,104425,104067,103934,100553,102778,103020,102477,102887,108039,111901,112136,111437,111204,110949,112443,110931,114720,111904,112914,112877,112295,112285,115205,113491,112863,116160,115454,117476,115187,117641,116919,118874,116497,120005,120043,122576,126249,126302,125594,124059,124393,128250,127804,130697,130944,133221,135280,139310,140740,140325,142814,143729,148687,147421,146661,151719,151543,156770,157511
"337","329","          Passenger fares for foreign travel","DAFTRX0",35995,35741,35889,34634,33636,33107,33199,33819,33721,36267,36672,34771,35617,37059,38469,37489,38898,38947,39776,39449,39955,38202,38490,36258,37570,39070,38450,41500,39430,38946,39728,38470,28218,21997,24285,27208,30128,33556,34025,33703,32161,31404,29983,27283,29773,31943,30499,32739,33827,32575,30262,28029,27652,30228,32550,32930,32828,33065,34335,34774,37035,37678,37227,37380,37178,39211,36980,36792,36265,37912,37772,37741,38557,38430,38000,39621,36791,37536,36323,36738,38708,36666,37815,37935,37034,38613,39054,40254,39657,40209,38974,38225,38016,38651,38967,38304,37286,37697,38146,38671,38128,39548,36970,37538,37834,36521,37717,36376,37296,39216,37588,38451,37443,35147,34949,36524,35785,36554,37140,34162,32695,32716,32258,33722,31702,32439,34324,36146,34076,35768,35812,36097,35862,34254,34437,34438,34845,34685,35277,36263,34420,35658,34916,35711,35824,37154,36239,36698,35536,34883,34762,32897,34019,32829,31657,31846,34015,34801,34870,34465,33456,33310,34219,33760,35518,33138,33378,34114,34001,34567,36277,34101,33617,35503,35325,35562,34829,35412,34639,34654,33773,35911,34771,35006,36081,35999,35298,34134,34722,35253,35262,34070,35226,36209,36398,38542,39691,39292,39980,39334,39509,40114,40747,43671,42433,45906,45451
"338","330","          U.S. travel outside the United States","DUSTRX0",58225,56951,56525,52811,51176,50148,51289,50867,51184,53982,55588,50567,53543,56507,58252,60722,62219,63585,61814,62002,64162,60935,62339,62683,61678,61209,62071,65478,61361,60468,63517,64999,49098,47695,50676,53595,59703,61383,58560,57409,56015,56962,50939,49518,53682,57388,59784,60993,57716,55918,52622,47501,49065,50641,57080,59015,57857,59413,59341,60101,60122,62750,61404,63270,64212,63123,62495,63508,62976,61594,62189,62619,64569,64660,64693,62718,62230,62265,62688,61735,65028,65362,65418,65615,64788,64436,66304,66134,66767,64434,64547,62716,64618,66576,67471,67656,67209,66724,66750,65924,63917,62742,62787,63983,63219,65084,64334,62509,67037,67699,65553,63626,63998,61965,61915,63509,61969,61898,64088,63583,60365,60751,60069,60681,55418,54933,59490,61237,61700,61040,60553,59633,60255,61181,60883,58288,63340,63275,62511,61458,62694,61859,60683,60411,58982,57689,59323,63444,63459,63807,63751,62314,63341,65011,65848,66099,68999,72154,72279,71962,72909,72806,73316,72255,74188,74004,74765,73806,73266,72521,73529,74282,74141,75340,74739,76588,75019,76971,77143,79220,77705,78824,80247,82675,85270,85365,85379,85104,84697,88214,87679,92274,90960,92112,94058,95705,95816,95832,97568,99245,104266,102189,100610,102551,103759,105216,106508
"339","331","          U.S. student expenditures","DUSSRX0",2324,2400,2513,2554,2505,2495,2567,2603,2612,2589,2592,2610,2648,2690,2736,2797,2841,2878,2900,2934,2974,3033,3074,3113,3131,3164,3202,3250,3269,3271,3242,3282,3384,3545,3643,3678,3663,3660,3677,3714,3733,3736,3722,3765,3865,4021,4151,4254,4331,4330,4251,4100,4017,3998,4035,4076,4125,4175,4216,4255,4296,4326,4343,4340,4344,4364,4398,4410,4400,4369,4374,4419,4501,4537,4531,4485,4439,4392,4342,4404,4584,4891,5075,5127,5042,4993,4982,5009,5041,5080,5125,5091,4981,4792,4700,4709,4819,4887,4913,4896,4897,4918,4957,4943,4877,4756,4695,4700,4766,4794,4790,4752,4752,4791,4863,4948,5050,5175,5262,5305,5297,5270,5233,5186,5151,5132,5132,5116,5084,5039,5031,5057,5125,5188,5249,5311,5355,5383,5400,5420,5443,5472,5496,5512,5559,5567,5535,5464,5436,5451,5509,5543,5554,5540,5514,5475,5491,5521,5566,5625,5659,5668,5654,5652,5662,5685,5717,5757,5807,5855,5900,5944,5992,6046,6105,6134,6135,6106,6099,6113,6148,6177,6199,6214,6254,6319,6409,6469,6498,6496,6532,6606,6710,6791,6850,6885,6910,6925,7035,7110,7150,7168,7181,7190,7244,7281,7302
"340","332","        Less: Expenditures in the United States by nonresidents (130)","DEXFRX0",121695,122021,124306,119380,121771,123174,127692,127266,129027,128124,130758,117449,126194,130125,126850,134616,127922,129845,129865,128111,129447,125299,128240,129220,127226,124076,124968,119239,116135,118112,120066,123327,89112,82603,88201,95014,101593,104465,107375,103721,105267,106140,102993,105410,103365,103593,103949,105660,99605,98316,93023,88269,95265,97170,100955,102356,104145,105200,106412,105984,106229,111136,111877,111081,108796,110188,110655,107882,108303,109174,110940,112233,116562,118479,118470,119172,117206,116459,113062,110662,113607,112622,110384,113765,115032,109432,110836,113205,114053,111069,114963,113996,115864,115959,117301,117903,119971,117155,122526,120221,121353,121655,122207,125241,124949,132290,132399,131980,133343,133841,137505,134473,141918,137861,134438,133779,126912,129634,124506,128772,120202,119226,118843,121179,120600,119395,123625,124194,123483,126336,124617,125755,129412,130367,131822,128298,134747,134723,135626,136658,138882,140334,139322,141096,138726,136899,139009,143545,143769,145685,142950,141450,139520,141458,141254,141055,139012,143446,145188,146768,146136,147784,146309,150887,149901,144484,150118,150497,154586,153814,153693,152133,153525,153102,153641,158536,156478,156113,156751,156957,162582,151505,156259,157667,159281,155927,150793,156018,151289,154088,156174,157050,160548,162164,162677,163406,162693,162188,161391,162320,164269,163504,162561,162247,164475,167173,169736
"341","333","          Foreign travel in the United States","DFTURX0",100140,100398,102519,97942,100160,101424,105563,105106,106712,105853,108302,95881,104046,107697,104608,111783,105490,107238,107217,105480,106562,102465,105120,106084,104411,101561,102392,96924,93959,95800,97669,100646,68228,61758,66885,73335,79747,82574,85363,81849,83261,84030,80971,83270,81388,81736,82132,83744,77871,76595,71544,67048,73841,75776,79547,81037,82910,84083,85370,85037,85314,90107,90875,90157,88003,89419,89947,87343,87850,88805,90603,91914,96151,98019,97984,98610,96658,95914,92607,90300,93217,92338,90227,93572,94842,89408,90792,93105,93951,91076,94925,93973,95727,95687,96935,97524,99620,96893,102168,99877,100955,101215,101715,104552,104030,110902,110826,110382,111841,112380,115954,112883,120126,116103,112730,111968,105019,107385,102127,106307,97851,96923,96530,98817,98163,96856,100963,101536,100973,104097,102529,103658,107160,108025,109431,105909,112368,112292,113112,114048,116187,117517,116422,118093,115605,113699,115781,120326,120533,122421,119627,118080,116109,118035,117787,117517,115407,119796,121452,122923,122183,123751,122184,126694,125560,119934,125492,125786,129872,129024,128815,127128,128423,127866,128274,133087,130835,130289,130764,130807,136356,124949,129658,130980,132419,128710,123095,128119,123121,125891,127887,128598,132019,133511,133866,134419,133549,132949,131705,132367,134213,133093,131892,131443,133315,135813,138308
"342","334","          Medical expenditures of foreigners","DMEFRX0",2498,2537,2556,2553,2553,2555,2560,2566,2573,2581,2594,2612,2636,2654,2666,2674,2677,2677,2674,2686,2712,2754,2742,2677,2559,2485,2459,2478,2488,2488,2477,2475,2481,2495,2479,2433,2356,2302,2270,2262,2254,2247,2241,2235,2228,2222,2220,2224,2233,2242,2253,2265,2271,2272,2268,2265,2261,2257,2260,2269,2285,2295,2299,2296,2294,2292,2291,2292,2295,2300,2301,2299,2294,2342,2444,2601,2693,2721,2684,2665,2664,2682,2693,2698,2696,2696,2696,2699,2699,2697,2694,2691,2690,2690,2691,2692,2694,2695,2695,2695,2694,2693,2692,2691,2689,2687,2687,2689,2692,2695,2696,2696,2695,2694,2692,2691,2689,2687,2687,2688,2690,2691,2692,2694,2694,2692,2693,2692,2690,2689,2689,2687,2687,2686,2687,2692,2693,2691,2689,2686,2685,2685,2687,2685,2684,2683,2681,2679,2680,2681,2684,2686,2688,2687,2687,2686,2684,2683,2682,2681,2681,2682,2685,2686,2685,2682,2681,2681,2684,2684,2682,2677,2675,2677,2681,2683,2683,2681,2680,2680,2681,2682,2683,2683,2683,2683,2684,2684,2683,2682,2682,2682,2687,2686,2677,2678,2679,2681,2679,2679,2680,2680,2681,2682,2687,2690,2692
"343","335","          Expenditures of foreign students in the United States","DEFSRX0",18137,18170,18170,18141,18159,18225,18339,18421,18470,18486,18483,18461,18424,18426,18471,18562,18643,18720,18791,18943,19178,19495,19658,19669,19524,19470,19508,19641,19723,19756,19739,19865,20136,20547,20762,20777,20589,20483,20457,20515,20583,20661,20745,20743,20653,20473,20392,20412,20534,20580,20552,20452,20327,20186,20021,19847,19664,19471,19321,19213,19147,19082,19018,18959,18891,18812,18724,18620,18500,18365,18263,18198,18170,18117,18047,17959,17913,17906,17942,17928,17866,17753,17662,17599,17560,17531,17513,17506,17482,17442,17385,17396,17478,17627,17701,17701,17622,17579,17572,17604,17641,17684,17733,17891,18158,18535,18744,18783,18650,18596,18621,18725,18802,18849,18866,18987,19209,19534,19723,19773,19685,19631,19635,19674,19741,19839,19961,19956,19809,19542,19391,19404,19566,19660,19713,19695,19712,19766,19855,19957,20054,20180,20253,20363,20470,20542,20578,20582,20600,20632,20679,20718,20748,20768,20811,20879,20933,21005,21100,21215,21316,21404,21477,21580,21712,21870,21990,22073,22118,22182,22267,22372,22480,22599,22724,22862,23014,23177,23338,23493,23644,23777,23893,23990,24175,24446,24806,25070,25240,25312,25430,25593,25729,25876,26034,26203,26321,26389,26756,27009,27145,27429,27625,27731,28086,28325,28453
